"code","area","city","provider","cost","remarks"
"DJJ20600","Kab. Yapen Waropen","Serui","JNE Reguler",108000,"4 - 6 hari"
"DJJ20603","Kab. Yapen Waropen","Yapen Barat","JNE Reguler",135000,"6 - 9 hari"
"DJJ20604","Kab. Yapen Waropen","Yapen Timur","JNE Reguler",135000,"6 - 9 hari"
"DJJ20606","Kab. Yapen Waropen","Angkaisera","JNE Reguler",135000,"6 - 9 hari"
"DJJ20607","Kab. Yapen Waropen","Poom","JNE Reguler",135000,"6 - 9 hari"
"DJJ20609","Kab. Yapen Waropen","Yapen Selatan","JNE Reguler",135000,"6 - 9 hari"
"DJJ20700","Kab. Jayawijaya","Wamena","JNE Reguler",108000,"4 - 6 hari"
"DJJ20701","Kab. Jayawijaya","Asologaima","JNE Reguler",135000,"6 - 9 hari"
"DJJ20704","Kab. Jayawijaya","Kelila","JNE Reguler",135000,"6 - 9 hari"
"DJJ20705","Kab. Jayawijaya","Kurulu","JNE Reguler",135000,"6 - 9 hari"
"DJJ20708","Kab. Jayawijaya","Maki","JNE Reguler",135000,"6 - 9 hari"
"DJJ20711","Kab. Jayawijaya","Tiom","JNE Reguler",135000,"6 - 9 hari"
"DJJ20712","Kab. Jayawijaya","Abenaho","JNE Reguler",135000,"6 - 9 hari"
"DJJ20713","Kab. Jayawijaya","Apalapsili","JNE Reguler",135000,"6 - 9 hari"
"DJJ20714","Kab. Jayawijaya","Bolakma","JNE Reguler",135000,"6 - 9 hari"
"DJJ20715","Kab. Jayawijaya","Gamelia","JNE Reguler",135000,"6 - 9 hari"
"DJJ20716","Kab. Jayawijaya","Hubikosi","JNE Reguler",135000,"6 - 9 hari"
"DJJ20717","Kab. Jayawijaya","Kenyam","JNE Reguler",135000,"6 - 9 hari"
"DJJ20718","Kab. Jayawijaya","Kobakma","JNE Reguler",135000,"6 - 9 hari"
"DJJ20719","Kab. Jayawijaya","Mapenduma","JNE Reguler",135000,"6 - 9 hari"
"DJJ20720","Kab. Jayawijaya","Pirime","JNE Reguler",135000,"6 - 9 hari"
"DJJ20800","Kab. Asmat","Agats","JNE Reguler",108000,"4 - 6 hari"
"DJJ20801","Kab. Asmat","Akat","JNE Reguler",135000,"6 - 9 hari"
"DJJ20802","Kab. Asmat","Atsy","JNE Reguler",135000,"6 - 9 hari"
"DJJ20803","Kab. Asmat","Fayit","JNE Reguler",135000,"6 - 9 hari"
"DJJ20804","Kab. Asmat","Pantai Kasuari","JNE Reguler",135000,"6 - 9 hari"
"DJJ20805","Kab. Asmat","Sawaerma","JNE Reguler",135000,"6 - 9 hari"
"DJJ20806","Kab. Asmat","Suator","JNE Reguler",135000,"6 - 9 hari"
"DJJ20900","Kab. Boven Digoel","Tanah Merah/ Boven Digoel","JNE Reguler",108000,"4 - 6 hari"
"DJJ20901","Kab. Boven Digoel","Distrik Bomakia","JNE Reguler",135000,"6 - 9 hari"
"DJJ20902","Kab. Boven Digoel","Jair","JNE Reguler",135000,"6 - 9 hari"
"DJJ20903","Kab. Boven Digoel","Kouh","JNE Reguler",135000,"6 - 9 hari"
"DJJ20904","Kab. Boven Digoel","Mandobo","JNE Reguler",135000,"6 - 9 hari"
"DJJ20905","Kab. Boven Digoel","Mindiptana","JNE Reguler",135000,"6 - 9 hari"
"DJJ20906","Kab. Boven Digoel","Waropko","JNE Reguler",135000,"6 - 9 hari"
"DJJ21000","Kab. Keerom","Waris","JNE Reguler",108000,"4 - 6 hari"
