"code","area","city","provider","cost","remarks"
"JOG20311","Kab. Sleman","Seyegan","JNE Reguler",25000,"3 - 6 hari"
"JOG20312","Kab. Sleman","Tempel","JNE Reguler",25000,"3 - 6 hari"
"JOG20313","Kab. Sleman","Turi","JNE Reguler",25000,"3 - 6 hari"
"JOG20314","Kab. Sleman","Depok","JNE Reguler",25000,"3 - 6 hari"
"JOG20315","Kab. Sleman","Gamping","JNE Reguler",25000,"3 - 6 hari"
"JOG20316","Kab. Sleman","Mlati","JNE Reguler",25000,"3 - 6 hari"
"JOG20400","Kab. Kulon Progo","Wates","JNE Reguler",20000,"2 - 3 hari"
"JOG20401","Kab. Kulon Progo","Galur","JNE Reguler",25000,"3 - 6 hari"
"JOG20402","Kab. Kulon Progo","Girimulyo","JNE Reguler",25000,"3 - 6 hari"
"JOG20403","Kab. Kulon Progo","Kalibawang","JNE Reguler",25000,"3 - 6 hari"
"JOG20404","Kab. Kulon Progo","Kokap","JNE Reguler",25000,"3 - 6 hari"
"JOG20405","Kab. Kulon Progo","Lendah","JNE Reguler",25000,"3 - 6 hari"
"JOG20406","Kab. Kulon Progo","Nanggulan","JNE Reguler",25000,"3 - 6 hari"
"JOG20407","Kab. Kulon Progo","Panjatan","JNE Reguler",25000,"3 - 6 hari"
"JOG20408","Kab. Kulon Progo","Pengasih","JNE Reguler",25000,"3 - 6 hari"
"JOG20409","Kab. Kulon Progo","Samigaluh","JNE Reguler",25000,"3 - 6 hari"
"JOG20410","Kab. Kulon Progo","Sentolo","JNE Reguler",25000,"3 - 6 hari"
"JOG20411","Kab. Kulon Progo","Temon","JNE Reguler",25000,"3 - 6 hari"
"JOG20500","Kab. Gunung Kidul","Wonosari","JNE Reguler",20000,"2 - 3 hari"
"JOG20501","Kab. Gunung Kidul","Karangmojo","JNE Reguler",25000,"3 - 6 hari"
"JOG20502","Kab. Gunung Kidul","Ngawen","JNE Reguler",25000,"3 - 6 hari"
"JOG20503","Kab. Gunung Kidul","Nglipar","JNE Reguler",25000,"3 - 6 hari"
"JOG20504","Kab. Gunung Kidul","Paliyan","JNE Reguler",25000,"3 - 6 hari"
"JOG20505","Kab. Gunung Kidul","Panggang","JNE Reguler",25000,"3 - 6 hari"
"JOG20506","Kab. Gunung Kidul","Patuk","JNE Reguler",25000,"3 - 6 hari"
"JOG20507","Kab. Gunung Kidul","Playen","JNE Reguler",25000,"3 - 6 hari"
"JOG20508","Kab. Gunung Kidul","Ponjong","JNE Reguler",25000,"3 - 6 hari"
"JOG20509","Kab. Gunung Kidul","Rongkop","JNE Reguler",25000,"3 - 6 hari"
"JOG20510","Kab. Gunung Kidul","Semin","JNE Reguler",25000,"3 - 6 hari"
"JOG20511","Kab. Gunung Kidul","Semanu","JNE Reguler",25000,"3 - 6 hari"
"JOG20512","Kab. Gunung Kidul","Tepus","JNE Reguler",25000,"3 - 6 hari"
"JOG20513","Kab. Gunung Kidul","Gedangsari","JNE Reguler",25000,"3 - 6 hari"
"JOG20514","Kab. Gunung Kidul","Girisubo","JNE Reguler",25000,"3 - 6 hari"
"JOG20515","Kab. Gunung Kidul","Purwosari","JNE Reguler",25000,"3 - 6 hari"
"JOG20516","Kab. Gunung Kidul","Saptosari","JNE Reguler",25000,"3 - 6 hari"
"JOG20517","Kab. Gunung Kidul","Tanjungsari","JNE Reguler",25000,"3 - 6 hari"
"KDI10000","Kota Kendari","Kendari","JNE Reguler",45000,"2 - 3 hari"
"KDI10014","Kota Kendari","Abeli","JNE Reguler",45000,"2 - 3 hari"
"KDI10015","Kota Kendari","Baruga","JNE Reguler",45000,"2 - 3 hari"
"KDI10016","Kota Kendari","Kendar","JNE Reguler",45000,"2 - 3 hari"
"KDI10017","Kota Kendari","Barat","JNE Reguler",45000,"2 - 3 hari"
"KDI10018","Kota Kendari","Mandonga","JNE Reguler",45000,"2 - 3 hari"
"KDI10019","Kota Kendari","Poasia","JNE Reguler",45000,"2 - 3 hari"
"KDI20100","Kab. Kota Bau-Bau","Bau - Bau","JNE Reguler",62000,"3 - 5 hari"
"KDI20103","Kab. Kota Bau-Bau","Bungi","JNE Reguler",62000,"3 - 5 hari"
"KDI20120","Kab. Kota Bau-Bau","Betoambari","JNE Reguler",62000,"3 - 5 hari"
"KDI20121","Kab. Kota Bau-Bau","Kokalukuna","JNE Reguler",62000,"3 - 5 hari"
"KDI20122","Kab. Kota Bau-Bau","Murhum","JNE Reguler",62000,"3 - 5 hari"
"KDI20123","Kab. Kota Bau-Bau","Sorowalio","JNE Reguler",62000,"3 - 5 hari"
"KDI20124","Kab. Kota Bau-Bau","Wolio","JNE Reguler",62000,"3 - 5 hari"
"KDI20200","Kab. Kolaka","Kolaka","JNE Reguler",62000,"3 - 5 hari"
"KDI20202","Kab. Kolaka","Ladongi","JNE Reguler",78000,"5 - 7 hari"
"KDI20204","Kab. Kolaka","Mowewe","JNE Reguler",78000,"5 - 7 hari"
"KDI20206","Kab. Kolaka","Pomalaa","JNE Reguler",78000,"5 - 7 hari"
"KDI20209","Kab. Kolaka","Tirawuta","JNE Reguler",78000,"5 - 7 hari"
"KDI20210","Kab. Kolaka","Watubangga","JNE Reguler",78000,"5 - 7 hari"
"KDI20211","Kab. Kolaka","Wolo","JNE Reguler",78000,"5 - 7 hari"
"KDI20212","Kab. Kolaka","Wundulako","JNE Reguler",78000,"5 - 7 hari"
"KDI20213","Kab. Kolaka","Baula","JNE Reguler",78000,"5 - 7 hari"
"KDI20214","Kab. Kolaka","Lambadia","JNE Reguler",78000,"5 - 7 hari"
"KDI20215","Kab. Kolaka","Latambaga","JNE Reguler",78000,"5 - 7 hari"
"KDI20216","Kab. Kolaka","Samaturu","JNE Reguler",78000,"5 - 7 hari"
"KDI20217","Kab. Kolaka","Tanggetada","JNE Reguler",78000,"5 - 7 hari"
"KDI20218","Kab. Kolaka","Uluiwoi","JNE Reguler",117000,"+ 10 hari"
"KDI20300","Kab. Muna","Raha","JNE Reguler",62000,"3 - 5 hari"
"KDI20301","Kab. Muna","Bonegunu","JNE Reguler",78000,"5 - 7 hari"
"KDI20302","Kab. Muna","Duruka Bone","JNE Reguler",78000,"5 - 7 hari"
"KDI20304","Kab. Muna","Kabangka","JNE Reguler",78000,"5 - 7 hari"
"KDI20305","Kab. Muna","Kabawo","JNE Reguler",78000,"5 - 7 hari"
"KDI20306","Kab. Muna","Kulisusu","JNE Reguler",78000,"5 - 7 hari"
"KDI20307","Kab. Muna","Lawa","JNE Reguler",78000,"5 - 7 hari"
"KDI20308","Kab. Muna","Lohia","JNE Reguler",78000,"5 - 7 hari"
"KDI20309","Kab. Muna","Napabalano","JNE Reguler",78000,"5 - 7 hari"
"KDI20310","Kab. Muna","Parigi","JNE Reguler",78000,"5 - 7 hari"
"KDI20312","Kab. Muna","Sawerigadi","JNE Reguler",78000,"5 - 7 hari"
"KDI20314","Kab. Muna","Tongkuno","JNE Reguler",78000,"5 - 7 hari"
"KDI20316","Kab. Muna","Wakorumba Selatan","JNE Reguler",117000,"+ 10 hari"
"KDI20318","Kab. Muna","Batalaiworu","JNE Reguler",78000,"5 - 7 hari"
"KDI20319","Kab. Muna","Katobu","JNE Reguler",78000,"5 - 7 hari"
"KDI20320","Kab. Muna","Kontunaga","JNE Reguler",78000,"5 - 7 hari"
"KDI20321","Kab. Muna","Kulisusu Barat","JNE Reguler",78000,"5 - 7 hari"
"KDI20322","Kab. Muna","Kulisusu Utara","JNE Reguler",78000,"5 - 7 hari"
"KDI20323","Kab. Muna","Kusambi","JNE Reguler",78000,"5 - 7 hari"
"KDI20324","Kab. Muna","Lasalepa","JNE Reguler",78000,"5 - 7 hari"
"KDI20325","Kab. Muna","Maginti","JNE Reguler",78000,"5 - 7 hari"
"KDI20326","Kab. Muna","Maligano","JNE Reguler",78000,"5 - 7 hari"
"KDI20327","Kab. Muna","Pasir Putih","JNE Reguler",78000,"5 - 7 hari"
"KDI20328","Kab. Muna","Tikep","JNE Reguler",78000,"5 - 7 hari"
"KDI20329","Kab. Muna","Tiworo Tengah","JNE Reguler",78000,"5 - 7 hari"
"KDI20330","Kab. Muna","Wakorumba","JNE Reguler",78000,"5 - 7 hari"
"KDI20332","Kab. Muna","Barangka","JNE Reguler",78000,"5 - 7 hari"
"KDI20333","Kab. Muna","Kambowa","JNE Reguler",78000,"5 - 7 hari"
"KDI20334","Kab. Muna","Watopute","JNE Reguler",78000,"5 - 7 hari"
"KDI20400","Kab. Konawe","Unaaha","JNE Reguler",62000,"3 - 5 hari"
"KDI20401","Kab. Konawe","Abuki","JNE Reguler",78000,"5 - 7 hari"
"KDI20402","Kab. Konawe","Lambuya","JNE Reguler",78000,"5 - 7 hari"
"KDI20403","Kab. Konawe","Pondidaha","JNE Reguler",78000,"5 - 7 hari"
"KDI20404","Kab. Konawe","Wawotobi","JNE Reguler",78000,"5 - 7 hari"
"KDI20405","Kab. Konawe","Asera","JNE Reguler",78000,"5 - 7 hari"
"KDI20406","Kab. Konawe","Lasolo","JNE Reguler",78000,"5 - 7 hari"
"KDI20407","Kab. Konawe","Soropia","JNE Reguler",78000,"5 - 7 hari"
"KDI20408","Kab. Konawe","Wawonii","JNE Reguler",117000,"+ 10 hari"
"KDI20409","Kab. Konawe","Waworete","JNE Reguler",78000,"5 - 7 hari"
"KDI20410","Kab. Konawe","Bondoala Sampara","JNE Reguler",78000,"5 - 7 hari"
"KDI20411","Kab. Konawe","Latoma","JNE Reguler",78000,"5 - 7 hari"
"KDI20412","Kab. Konawe","Sawa","JNE Reguler",78000,"5 - 7 hari"
"KDI20413","Kab. Konawe","Tongauna","JNE Reguler",78000,"5 - 7 hari"
"KDI20414","Kab. Konawe","Uepai","JNE Reguler",78000,"5 - 7 hari"
"KDI20415","Kab. Konawe","Wonggeduku","JNE Reguler",78000,"5 - 7 hari"
"KDI20500","Kab. Bombana","Rumbia","JNE Reguler",62000,"3 - 5 hari"
"KDI20501","Kab. Bombana","Kabaena","JNE Reguler",78000,"5 - 7 hari"
"KDI20502","Kab. Bombana","Kabaena Timur","JNE Reguler",78000,"5 - 7 hari"
"KDI20503","Kab. Bombana","Poleang","JNE Reguler",78000,"5 - 7 hari"
"KDI20504","Kab. Bombana","Poleang Barat","JNE Reguler",78000,"5 - 7 hari"
"KDI20505","Kab. Bombana","Poleang Timur","JNE Reguler",78000,"5 - 7 hari"
"KDI20506","Kab. Bombana","Rarowatu","JNE Reguler",78000,"5 - 7 hari"
"KDI20600","Kab. Buton & Buton Utara","Pasar Wajo","JNE Reguler",62000,"3 - 5 hari"
"KDI20601","Kab. Buton & Buton Utara","Batauga","JNE Reguler",78000,"5 - 7 hari"
"KDI20602","Kab. Buton & Buton Utara","Batu Atas","JNE Reguler",117000,"+ 10 hari"
"KDI20603","Kab. Buton & Buton Utara","E","JNE Reguler",117000,"+ 10 hari"
"KDI20604","Kab. Buton & Buton Utara","Kadatua","JNE Reguler",117000,"+ 10 hari"
"KDI20605","Kab. Buton & Buton Utara","Kapontori","JNE Reguler",78000,"5 - 7 hari"
"KDI20606","Kab. Buton & Buton Utara","Lakudo","JNE Reguler",78000,"5 - 7 hari"
"KDI20607","Kab. Buton & Buton Utara","Lasalimu","JNE Reguler",117000,"+ 10 hari"
"KDI20608","Kab. Buton & Buton Utara","Lasalimu Selatan","JNE Reguler",117000,"+ 10 hari"
"KDI20609","Kab. Buton & Buton Utara","Mawasangka","JNE Reguler",117000,"+ 10 hari"
"KDI20610","Kab. Buton & Buton Utara","Mawasangka Timur","JNE Reguler",78000,"5 - 7 hari"
"KDI20611","Kab. Buton & Buton Utara","Sampolawa","JNE Reguler",78000,"5 - 7 hari"
"KDI20612","Kab. Buton & Buton Utara","Siompu","JNE Reguler",78000,"5 - 7 hari"
"KDI20613","Kab. Buton & Buton Utara","Talaga Raya","JNE Reguler",117000,"+ 10 hari"
"KDI20614","Kab. Buton & Buton Utara","Buranga","JNE Reguler",78000,"5 - 7 hari"
"KDI20700","Kab. Kolaka Utara","Lasusua","JNE Reguler",62000,"3 - 5 hari"
"KDI20701","Kab. Kolaka Utara","Batu Putih","JNE Reguler",117000,"+ 10 hari"
"KDI20702","Kab. Kolaka Utara","Kodeoha","JNE Reguler",78000,"5 - 7 hari"
"KDI20703","Kab. Kolaka Utara","Ngapa","JNE Reguler",78000,"5 - 7 hari"
"KDI20704","Kab. Kolaka Utara","Pakue","JNE Reguler",78000,"5 - 7 hari"
"KDI20705","Kab. Kolaka Utara","Ranteangin","JNE Reguler",78000,"5 - 7 hari"
"KDI20800","Kab. Konawe Utara/ Selatan","Andolo/Wanggodo","JNE Reguler",62000,"3 - 5 hari"
"KDI20801","Kab. Konawe Utara/ Selatan","Angata","JNE Reguler",78000,"5 - 7 hari"
"KDI20802","Kab. Konawe Utara/ Selatan","Kolono","JNE Reguler",78000,"5 - 7 hari"
"KDI20803","Kab. Konawe Utara/ Selatan","Konda","JNE Reguler",78000,"5 - 7 hari"
"KDI20804","Kab. Konawe Utara/ Selatan","Lainea","JNE Reguler",78000,"5 - 7 hari"
"KDI20805","Kab. Konawe Utara/ Selatan","Landono","JNE Reguler",78000,"5 - 7 hari"
"KDI20806","Kab. Konawe Utara/ Selatan","Laonti","JNE Reguler",78000,"5 - 7 hari"
"KDI20807","Kab. Konawe Utara/ Selatan","Moramo","JNE Reguler",78000,"5 - 7 hari"
"KDI20808","Kab. Konawe Utara/ Selatan","Palangga","JNE Reguler",78000,"5 - 7 hari"
"KDI20809","Kab. Konawe Utara/ Selatan","Ranomeeto","JNE Reguler",78000,"5 - 7 hari"
"KDI20810","Kab. Konawe Utara/ Selatan","Tinanggea","JNE Reguler",78000,"5 - 7 hari"
"KDI20900","Kab. Wakatobi","Wangi-Wangi","JNE Reguler",62000,"3 - 5 hari"
"KDI20901","Kab. Wakatobi","Wangi-Wangi Selatan","JNE Reguler",78000,"5 - 7 hari"
"KDI20902","Kab. Wakatobi","Kaledupa","JNE Reguler",78000,"5 - 7 hari"
"KDI20903","Kab. Wakatobi","Tomia","JNE Reguler",117000,"+ 10 hari"
"KDI20904","Kab. Wakatobi","Binongko","JNE Reguler",117000,"+ 10 hari"
"KDR10000","Kota Kediri","Kediri","JNE Reguler",20000,"1 - 2 hari"
"KDR10001","Kab. Kediri","Gampengrejo","JNE Reguler",24000,"2 - 4 hari"
"KDR10002","Kab. Kediri","Grogol","JNE Reguler",24000,"2 - 4 hari"
"KDR10003","Kab. Kediri","Gurah","JNE Reguler",24000,"2 - 4 hari"
"KDR10004","Kab. Kediri","Kandat","JNE Reguler",24000,"2 - 4 hari"
"KDR10005","Kab. Kediri","Kras","JNE Reguler",24000,"2 - 4 hari"
"KDR10006","Kab. Kediri","Kunjang","JNE Reguler",24000,"2 - 4 hari"
"KDR10007","Kab. Kediri","Mojo","JNE Reguler",24000,"2 - 4 hari"
"KDR10008","Kab. Kediri","Ngadiluwih","JNE Reguler",24000,"2 - 4 hari"
"KDR10009","Kab. Kediri","Pagu","JNE Reguler",24000,"2 - 4 hari"
"KDR10010","Kab. Kediri","Papar","JNE Reguler",24000,"2 - 4 hari"
"KDR10011","Kab. Kediri","Plemahan","JNE Reguler",24000,"2 - 4 hari"
"KDR10012","Kab. Kediri","Plosoklaten","JNE Reguler",24000,"2 - 4 hari"
"KDR10013","Kab. Kediri","Purwoasri","JNE Reguler",24000,"2 - 4 hari"
"KDR10014","Kab. Kediri","Semen","JNE Reguler",24000,"2 - 4 hari"
"KDR10015","Kab. Kediri","Tarokan","JNE Reguler",24000,"2 - 4 hari"
"KDR10016","Kab. Kediri","Wates","JNE Reguler",24000,"2 - 4 hari"
"KDR10017","Kab. Kediri","Pare","JNE Reguler",24000,"2 - 4 hari"
"KDR10018","Kab. Kediri","Kandangan","JNE Reguler",24000,"2 - 4 hari"
"KDR10019","Kab. Kediri","Kepung","JNE Reguler",24000,"2 - 4 hari"
"KDR10020","Kab. Kediri","Ngancar","JNE Reguler",24000,"2 - 4 hari"
"KDR10021","Kab. Kediri","Puncu","JNE Reguler",24000,"2 - 4 hari"
"KDR10022","Kab. Kediri","Banyakan","JNE Reguler",24000,"2 - 4 hari"
"KDR10023","Kab. Kediri","Kayen Kidul","JNE Reguler",24000,"2 - 4 hari"
"KDR10024","Kab. Kediri","Ringinrejo","JNE Reguler",24000,"2 - 4 hari"
"KDR10025","Kota Kediri","Mojoroto","JNE Reguler",20000,"1 - 2 hari"
"KDR10026","Kota Kediri","Pesantren","JNE Reguler",20000,"1 - 2 hari"
"KOE10000","Kota Kupang","Kupang","JNE Reguler",50000,"2 - 3 hari"
"KOE10029","Kota Kupang","Alak","JNE Reguler",50000,"2 - 3 hari"
"KOE10030","Kota Kupang","Kelapa Lima","JNE Reguler",50000,"2 - 3 hari"
"KOE10031","Kota Kupang","Mawlapa","JNE Reguler",50000,"2 - 3 hari"
"KOE10032","Kota Kupang","Oebobo","JNE Reguler",50000,"2 - 3 hari"
"KOE10100","Kab. Sumba Tengah","Waibakul","JNE Reguler",123000,"+ 10 hari"
"KOE10101","Kab. Sumba Tengah","Mamboro","JNE Reguler",123000,"+ 10 hari"
"KOE10102","Kab. Sumba Tengah","Umbu Ratu Nggay","JNE Reguler",123000,"+ 10 hari"
"KOE10103","Kab. Sumba Tengah","Umbu Ratu Nggay Barat","JNE Reguler",123000,"+ 10 hari"
"KOE10104","Kab. Sumba Tengah","Katikutana","JNE Reguler",123000,"+ 10 hari"
"KOE20100","Kab. Belu","Atambua","JNE Reguler",65000,"3 - 5 hari"
"KOE20101","Kab. Belu","Kobalima","JNE Reguler",123000,"+ 10 hari"
"KOE20102","Kab. Belu","Lamakmen","JNE Reguler",82000,"5 - 9 hari"
"KOE20103","Kab. Belu","Malaka Timur","JNE Reguler",123000,"+ 10 hari"
"KOE20104","Kab. Belu","Malaka Tengah","JNE Reguler",82000,"5 - 9 hari"
"KOE20106","Kab. Belu","Malaka Barat","JNE Reguler",123000,"+ 10 hari"
"KOE20108","Kab. Belu","Tasefeto Barat","JNE Reguler",82000,"5 - 9 hari"
"KOE20109","Kab. Belu","Tasifeto Timur","JNE Reguler",123000,"+ 10 hari"
"KOE20110","Kab. Belu","Kakuluk Mesak","JNE Reguler",123000,"+ 10 hari"
"KOE20111","Kab. Belu","Raihat","JNE Reguler",123000,"+ 10 hari"
"KOE20112","Kab. Belu","Rinhat","JNE Reguler",123000,"+ 10 hari"
"KOE20113","Kab. Belu","Sasita Mean","JNE Reguler",123000,"+ 10 hari"
"KOE20200","Kab. Alor","Kalabahi","JNE Reguler",65000,"3 - 5 hari"
"KOE20201","Kab. Alor","Alor Timur","JNE Reguler",123000,"+ 10 hari"
"KOE20202","Kab. Alor","Pantar","JNE Reguler",123000,"+ 10 hari"
"KOE20203","Kab. Alor","Alor Selatan","JNE Reguler",123000,"+ 10 hari"
"KOE20204","Kab. Alor","Alor Barat Daya","JNE Reguler",123000,"+ 10 hari"
"KOE20205","Kab. Alor","Alor Barat Laut","JNE Reguler",123000,"+ 10 hari"
"KOE20206","Kab. Alor","Alor Tengah Utara","JNE Reguler",123000,"+ 10 hari"
"KOE20207","Kab. Alor","Alor Timur Laut","JNE Reguler",123000,"+ 10 hari"
"KOE20208","Kab. Alor","Pantar Barat","JNE Reguler",123000,"+ 10 hari"
"KOE20209","Kab. Alor","Teluk Mutiara","JNE Reguler",82000,"5 - 9 hari"
"KOE20300","Kab. Timor Tengah Utara","Kefamenanu","JNE Reguler",65000,"3 - 5 hari"
"KOE20301","Kab. Timor Tengah Utara","Biboki Selatan","JNE Reguler",82000,"5 - 9 hari"
"KOE20302","Kab. Timor Tengah Utara","Biboki Utara","JNE Reguler",82000,"5 - 9 hari"
"KOE20303","Kab. Timor Tengah Utara","Insana","JNE Reguler",82000,"5 - 9 hari"
"KOE20304","Kab. Timor Tengah Utara","Miomafo Timur","JNE Reguler",82000,"5 - 9 hari"
"KOE20305","Kab. Timor Tengah Utara","Miomafo Barat","JNE Reguler",82000,"5 - 9 hari"
"KOE20306","Kab. Timor Tengah Utara","Biboki Anleu","JNE Reguler",82000,"5 - 9 hari"
"KOE20307","Kab. Timor Tengah Utara","Insana Utara","JNE Reguler",82000,"5 - 9 hari"
"KOE20309","Kab. Timor Tengah Utara","Neomuti","JNE Reguler",82000,"5 - 9 hari"
"KOE20400","Kab. Flores Timur","Larantuka","JNE Reguler",65000,"3 - 5 hari"
"KOE20401","Kab. Flores Timur","Adonara Barat","JNE Reguler",123000,"+ 10 hari"
"KOE20402","Kab. Flores Timur","Adonara Timur","JNE Reguler",123000,"+ 10 hari"
"KOE20409","Kab. Flores Timur","Solor Barat","JNE Reguler",123000,"+ 10 hari"
"KOE20410","Kab. Flores Timur","Solor Timur","JNE Reguler",123000,"+ 10 hari"
"KOE20411","Kab. Flores Timur","Tanjung Bunga","JNE Reguler",82000,"5 - 9 hari"
"KOE20412","Kab. Flores Timur","Wulanggitan","JNE Reguler",82000,"5 - 9 hari"
"KOE20414","Kab. Flores Timur","Ile Boleng","JNE Reguler",82000,"5 - 9 hari"
"KOE20415","Kab. Flores Timur","Ile Mandiri","JNE Reguler",82000,"5 - 9 hari"
"KOE20416","Kab. Flores Timur","Kelubagolit","JNE Reguler",82000,"5 - 9 hari"
"KOE20417","Kab. Flores Timur","Titihena","JNE Reguler",82000,"5 - 9 hari"
"KOE20418","Kab. Flores Timur","Witihama","JNE Reguler",82000,"5 - 9 hari"
"KOE20419","Kab. Flores Timur","Wotan Ulu mado","JNE Reguler",82000,"5 - 9 hari"
"KOE20500","Kab. Sikka","Maumere","JNE Reguler",65000,"3 - 5 hari"
"KOE20501","Kab. Sikka","Bola","JNE Reguler",123000,"+ 10 hari"
"KOE20502","Kab. Sikka","Kewapante","JNE Reguler",123000,"+ 10 hari"
"KOE20503","Kab. Sikka","Lela","JNE Reguler",123000,"+ 10 hari"
"KOE20504","Kab. Sikka","Nitta","JNE Reguler",82000,"5 - 9 hari"
"KOE20505","Kab. Sikka","Paga","JNE Reguler",123000,"+ 10 hari"
"KOE20506","Kab. Sikka","Talibura","JNE Reguler",123000,"+ 10 hari"
"KOE20507","Kab. Sikka","Alok","JNE Reguler",82000,"5 - 9 hari"
"KOE20508","Kab. Sikka","Mego","JNE Reguler",123000,"+ 10 hari"
"KOE20509","Kab. Sikka","Palue","JNE Reguler",123000,"+ 10 hari"
"KOE20510","Kab. Sikka","Waigete","JNE Reguler",123000,"+ 10 hari"
"KOE20600","Kab. Manggarai","Ruteng","JNE Reguler",65000,"3 - 5 hari"
"KOE20603","Kab. Manggarai","Cibal","JNE Reguler",123000,"+ 10 hari"
"KOE20611","Kab. Manggarai","Lambaleda","JNE Reguler",123000,"+ 10 hari"
"KOE20613","Kab. Manggarai","Reo","JNE Reguler",123000,"+ 10 hari"
"KOE20614","Kab. Manggarai","Satarmese","JNE Reguler",123000,"+ 10 hari"
"KOE20616","Kab. Manggarai","Komba","JNE Reguler",123000,"+ 10 hari"
"KOE20617","Kab. Manggarai","Mborong","JNE Reguler",123000,"+ 10 hari"
"KOE20618","Kab. Manggarai","Ponco Ranaka","JNE Reguler",123000,"+ 10 hari"
"KOE20619","Kab. Manggarai","Sambi Rambas","JNE Reguler",123000,"+ 10 hari"
"KOE20620","Kab. Manggarai","Wae Rii","JNE Reguler",123000,"+ 10 hari"
"KOE20700","Kab. Timor Tengah Selatan","Soe","JNE Reguler",65000,"3 - 5 hari"
"KOE20701","Kab. Timor Tengah Selatan","Amanatun Utara","JNE Reguler",82000,"5 - 9 hari"
"KOE20702","Kab. Timor Tengah Selatan","Amanatun Selatan","JNE Reguler",82000,"5 - 9 hari"
"KOE20704","Kab. Timor Tengah Selatan","Amanuban Selatan","JNE Reguler",82000,"5 - 9 hari"
"KOE20706","Kab. Timor Tengah Selatan","Amanuban Barat","JNE Reguler",123000,"+ 10 hari"
"KOE20707","Kab. Timor Tengah Selatan","Mollo Utara","JNE Reguler",123000,"+ 10 hari"
"KOE20708","Kab. Timor Tengah Selatan","Mollo Selatan","JNE Reguler",123000,"+ 10 hari"
"KOE20709","Kab. Timor Tengah Selatan","Amanatun Tengah","JNE Reguler",82000,"5 - 9 hari"
"KOE20710","Kab. Timor Tengah Selatan","Amanatun Timur","JNE Reguler",82000,"5 - 9 hari"
"KOE20711","Kab. Timor Tengah Selatan","Batu Putih","JNE Reguler",123000,"+ 10 hari"
"KOE20712","Kab. Timor Tengah Selatan","Boking","JNE Reguler",82000,"5 - 9 hari"
"KOE20713","Kab. Timor Tengah Selatan","Fatumnasi","JNE Reguler",82000,"5 - 9 hari"
"KOE20714","Kab. Timor Tengah Selatan","Kalbano","JNE Reguler",82000,"5 - 9 hari"
"KOE20715","Kab. Timor Tengah Selatan","Kie","JNE Reguler",82000,"5 - 9 hari"
"KOE20716","Kab. Timor Tengah Selatan","Kot'olin","JNE Reguler",82000,"5 - 9 hari"
"KOE20717","Kab. Timor Tengah Selatan","Kualin","JNE Reguler",82000,"5 - 9 hari"
"KOE20718","Kab. Timor Tengah Selatan","Kuan Fatu","JNE Reguler",82000,"5 - 9 hari"
"KOE20719","Kab. Timor Tengah Selatan","Nunkolo","JNE Reguler",82000,"5 - 9 hari"
"KOE20720","Kab. Timor Tengah Selatan","Oenino","JNE Reguler",123000,"+ 10 hari"
"KOE20721","Kab. Timor Tengah Selatan","Polen","JNE Reguler",123000,"+ 10 hari"
"KOE20722","Kab. Timor Tengah Selatan","Tionas","JNE Reguler",82000,"5 - 9 hari"
"KOE20800","Kab. Ende","Ende","JNE Reguler",65000,"3 - 5 hari"
"KOE20801","Kab. Ende","Detusoko","JNE Reguler",82000,"5 - 9 hari"
"KOE20803","Kab. Ende","Nanga Panda","JNE Reguler",82000,"5 - 9 hari"
"KOE20804","Kab. Ende","Ndona","JNE Reguler",82000,"5 - 9 hari"
"KOE20805","Kab. Ende","Wolo Waru","JNE Reguler",82000,"5 - 9 hari"
"KOE20806","Kab. Ende","Detukeli","JNE Reguler",82000,"5 - 9 hari"
"KOE20807","Kab. Ende","Ende Selatan","JNE Reguler",65000,"3 - 5 hari"
"KOE20808","Kab. Ende","Ende Tengah","JNE Reguler",65000,"3 - 5 hari"
"KOE20809","Kab. Ende","Ende Timur","JNE Reguler",65000,"3 - 5 hari"
"KOE20810","Kab. Ende","Ende Utara","JNE Reguler",65000,"3 - 5 hari"
"KOE20811","Kab. Ende","Kelimutu","JNE Reguler",82000,"5 - 9 hari"
"KOE20812","Kab. Ende","Kotabaru","JNE Reguler",82000,"5 - 9 hari"
"KOE20813","Kab. Ende","Lio Timur","JNE Reguler",82000,"5 - 9 hari"
"KOE20814","Kab. Ende","Maukaro","JNE Reguler",82000,"5 - 9 hari"
"KOE20815","Kab. Ende","Ndona Timur","JNE Reguler",82000,"5 - 9 hari"
"KOE20816","Kab. Ende","Pulau Ende","JNE Reguler",123000,"+ 10 hari"
"KOE20817","Kab. Ende","Wewaria","JNE Reguler",123000,"+ 10 hari"
"KOE20818","Kab. Ende","Wolojita","JNE Reguler",123000,"+ 10 hari"
"KOE20820","Kab. Ende","Magekoba/Maurole","JNE Reguler",82000,"5 - 9 hari"
"KOE20900","Kab. Ngada","Bajawa","JNE Reguler",123000,"+ 10 hari"
"KOE20902","Kab. Ngada","Aimere","JNE Reguler",123000,"+ 10 hari"
"KOE20907","Kab. Ngada","Riung","JNE Reguler",123000,"+ 10 hari"
"KOE20908","Kab. Ngada","Jere Buu","JNE Reguler",82000,"5 - 9 hari"
"KOE20912","Kab. Ngada","Ngada Bawa","JNE Reguler",82000,"5 - 9 hari"
"KOE20913","Kab. Ngada","Riung Barat","JNE Reguler",123000,"+ 10 hari"
"KOE20914","Kab. Ngada","Soa","JNE Reguler",123000,"+ 10 hari"
