code,city,area,provider,cost,remarks
KDI10017,Kota Kendari,Barat,JNE OKE,39000,3 - 5 hari
KDI10018,Kota Kendari,Mandonga,JNE OKE,39000,3 - 5 hari
KDI10019,Kota Kendari,Poasia,JNE OKE,39000,3 - 5 hari
KDI20100,Kab. Kota Bau-Bau,Bau - Bau,JNE OKE,53000,5 - 7 hari
KDI20103,Kab. Kota Bau-Bau,Bungi,JNE OKE,53000,5 - 7 hari
KDI20120,Kab. Kota Bau-Bau,Betoambari,JNE OKE,53000,5 - 7 hari
KDI20121,Kab. Kota Bau-Bau,Kokalukuna,JNE OKE,53000,5 - 7 hari
KDI20122,Kab. Kota Bau-Bau,Murhum,JNE OKE,53000,5 - 7 hari
KDI20123,Kab. Kota Bau-Bau,Sorowalio,JNE OKE,53000,5 - 7 hari
KDI20124,Kab. Kota Bau-Bau,Wolio,JNE OKE,53000,5 - 7 hari
KDI20200,Kab. Kolaka,Kolaka,JNE OKE,53000,5 - 7 hari
KDI20202,Kab. Kolaka,Ladongi,JNE OKE,67000,6 - 8 hari
KDI20204,Kab. Kolaka,Mowewe,JNE OKE,67000,6 - 8 hari
KDI20206,Kab. Kolaka,Pomalaa,JNE OKE,67000,6 - 8 hari
KDI20209,Kab. Kolaka,Tirawuta,JNE OKE,67000,6 - 8 hari
KDI20210,Kab. Kolaka,Watubangga,JNE OKE,67000,6 - 8 hari
KDI20211,Kab. Kolaka,Wolo,JNE OKE,67000,6 - 8 hari
KDI20212,Kab. Kolaka,Wundulako,JNE OKE,67000,6 - 8 hari
KDI20213,Kab. Kolaka,Baula,JNE OKE,67000,6 - 8 hari
KDI20214,Kab. Kolaka,Lambadia,JNE OKE,67000,6 - 8 hari
KDI20215,Kab. Kolaka,Latambaga,JNE OKE,67000,6 - 8 hari
KDI20216,Kab. Kolaka,Samaturu,JNE OKE,67000,6 - 8 hari
KDI20217,Kab. Kolaka,Tanggetada,JNE OKE,67000,6 - 8 hari
KDI20218,Kab. Kolaka,Uluiwoi,JNE OKE,-,- hari
KDI20300,Kab. Muna,Raha,JNE OKE,53000,5 - 7 hari
KDI20301,Kab. Muna,Bonegunu,JNE OKE,67000,6 - 8 hari
KDI20302,Kab. Muna,Duruka Bone,JNE OKE,67000,6 - 8 hari
KDI20304,Kab. Muna,Kabangka,JNE OKE,67000,6 - 8 hari
KDI20305,Kab. Muna,Kabawo,JNE OKE,67000,6 - 8 hari
KDI20306,Kab. Muna,Kulisusu,JNE OKE,67000,6 - 8 hari
KDI20307,Kab. Muna,Lawa,JNE OKE,67000,6 - 8 hari
KDI20308,Kab. Muna,Lohia,JNE OKE,67000,6 - 8 hari
KDI20309,Kab. Muna,Napabalano,JNE OKE,67000,6 - 8 hari
KDI20310,Kab. Muna,Parigi,JNE OKE,67000,6 - 8 hari
KDI20312,Kab. Muna,Sawerigadi,JNE OKE,67000,6 - 8 hari
KDI20314,Kab. Muna,Tongkuno,JNE OKE,67000,6 - 8 hari
KDI20316,Kab. Muna,Wakorumba Selatan,JNE OKE,-,- hari
KDI20318,Kab. Muna,Batalaiworu,JNE OKE,67000,6 - 8 hari
KDI20319,Kab. Muna,Katobu,JNE OKE,67000,6 - 8 hari
KDI20320,Kab. Muna,Kontunaga,JNE OKE,67000,6 - 8 hari
KDI20321,Kab. Muna,Kulisusu Barat,JNE OKE,67000,6 - 8 hari
KDI20322,Kab. Muna,Kulisusu Utara,JNE OKE,67000,6 - 8 hari
KDI20323,Kab. Muna,Kusambi,JNE OKE,67000,6 - 8 hari
KDI20324,Kab. Muna,Lasalepa,JNE OKE,67000,6 - 8 hari
KDI20325,Kab. Muna,Maginti,JNE OKE,67000,6 - 8 hari
KDI20326,Kab. Muna,Maligano,JNE OKE,67000,6 - 8 hari
KDI20327,Kab. Muna,Pasir Putih,JNE OKE,67000,6 - 8 hari
KDI20328,Kab. Muna,Tikep,JNE OKE,67000,6 - 8 hari
KDI20329,Kab. Muna,Tiworo Tengah,JNE OKE,67000,6 - 8 hari
KDI20330,Kab. Muna,Wakorumba,JNE OKE,67000,6 - 8 hari
KDI20332,Kab. Muna,Barangka,JNE OKE,67000,6 - 8 hari
KDI20333,Kab. Muna,Kambowa,JNE OKE,67000,6 - 8 hari
KDI20334,Kab. Muna,Watopute,JNE OKE,67000,6 - 8 hari
KDI20400,Kab. Konawe,Unaaha,JNE OKE,53000,5 - 7 hari
KDI20401,Kab. Konawe,Abuki,JNE OKE,67000,6 - 8 hari
KDI20402,Kab. Konawe,Lambuya,JNE OKE,67000,6 - 8 hari
KDI20403,Kab. Konawe,Pondidaha,JNE OKE,67000,6 - 8 hari
KDI20404,Kab. Konawe,Wawotobi,JNE OKE,67000,6 - 8 hari
KDI20405,Kab. Konawe,Asera,JNE OKE,67000,6 - 8 hari
KDI20406,Kab. Konawe,Lasolo,JNE OKE,67000,6 - 8 hari
KDI20407,Kab. Konawe,Soropia,JNE OKE,67000,6 - 8 hari
KDI20408,Kab. Konawe,Wawonii,JNE OKE,-,- hari
KDI20409,Kab. Konawe,Waworete,JNE OKE,67000,6 - 8 hari
KDI20410,Kab. Konawe,Bondoala Sampara,JNE OKE,67000,6 - 8 hari
KDI20411,Kab. Konawe,Latoma,JNE OKE,67000,6 - 8 hari
KDI20412,Kab. Konawe,Sawa,JNE OKE,67000,6 - 8 hari
KDI20413,Kab. Konawe,Tongauna,JNE OKE,67000,6 - 8 hari
KDI20414,Kab. Konawe,Uepai,JNE OKE,67000,6 - 8 hari
KDI20415,Kab. Konawe,Wonggeduku,JNE OKE,67000,6 - 8 hari
KDI20500,Kab. Bombana,Rumbia,JNE OKE,53000,5 - 7 hari
KDI20501,Kab. Bombana,Kabaena,JNE OKE,67000,6 - 8 hari
KDI20502,Kab. Bombana,Kabaena Timur,JNE OKE,67000,6 - 8 hari
KDI20503,Kab. Bombana,Poleang,JNE OKE,67000,6 - 8 hari
KDI20504,Kab. Bombana,Poleang Barat,JNE OKE,67000,6 - 8 hari
KDI20505,Kab. Bombana,Poleang Timur,JNE OKE,67000,6 - 8 hari
KDI20506,Kab. Bombana,Rarowatu,JNE OKE,67000,6 - 8 hari
KDI20600,Kab. Buton & Buton Utara,Pasar Wajo,JNE OKE,53000,5 - 7 hari
KDI20601,Kab. Buton & Buton Utara,Batauga,JNE OKE,67000,6 - 8 hari
KDI20602,Kab. Buton & Buton Utara,Batu Atas,JNE OKE,-,- hari
KDI20603,Kab. Buton & Buton Utara,E,JNE OKE,-,- hari
KDI20604,Kab. Buton & Buton Utara,Kadatua,JNE OKE,-,- hari
KDI20605,Kab. Buton & Buton Utara,Kapontori,JNE OKE,67000,6 - 8 hari
KDI20606,Kab. Buton & Buton Utara,Lakudo,JNE OKE,67000,6 - 8 hari
KDI20607,Kab. Buton & Buton Utara,Lasalimu,JNE OKE,-,- hari
KDI20608,Kab. Buton & Buton Utara,Lasalimu Selatan,JNE OKE,-,- hari
KDI20609,Kab. Buton & Buton Utara,Mawasangka,JNE OKE,-,- hari
KDI20610,Kab. Buton & Buton Utara,Mawasangka Timur,JNE OKE,67000,6 - 8 hari
KDI20611,Kab. Buton & Buton Utara,Sampolawa,JNE OKE,67000,6 - 8 hari
KDI20612,Kab. Buton & Buton Utara,Siompu,JNE OKE,67000,6 - 8 hari
KDI20613,Kab. Buton & Buton Utara,Talaga Raya,JNE OKE,-,- hari
KDI20614,Kab. Buton & Buton Utara,Buranga,JNE OKE,67000,6 - 8 hari
KDI20700,Kab. Kolaka Utara,Lasusua,JNE OKE,53000,5 - 7 hari
KDI20701,Kab. Kolaka Utara,Batu Putih,JNE OKE,-,- hari
KDI20702,Kab. Kolaka Utara,Kodeoha,JNE OKE,67000,6 - 8 hari
KDI20703,Kab. Kolaka Utara,Ngapa,JNE OKE,67000,6 - 8 hari
KDI20704,Kab. Kolaka Utara,Pakue,JNE OKE,67000,6 - 8 hari
KDI20705,Kab. Kolaka Utara,Ranteangin,JNE OKE,67000,6 - 8 hari
KDI20800,Kab. Konawe Utara/ Selatan,Andolo/Wanggodo,JNE OKE,53000,5 - 7 hari
KDI20801,Kab. Konawe Utara/ Selatan,Angata,JNE OKE,67000,6 - 8 hari
KDI20802,Kab. Konawe Utara/ Selatan,Kolono,JNE OKE,67000,6 - 8 hari
KDI20803,Kab. Konawe Utara/ Selatan,Konda,JNE OKE,67000,6 - 8 hari
KDI20804,Kab. Konawe Utara/ Selatan,Lainea,JNE OKE,67000,6 - 8 hari
KDI20805,Kab. Konawe Utara/ Selatan,Landono,JNE OKE,67000,6 - 8 hari
KDI20806,Kab. Konawe Utara/ Selatan,Laonti,JNE OKE,67000,6 - 8 hari
KDI20807,Kab. Konawe Utara/ Selatan,Moramo,JNE OKE,67000,6 - 8 hari
KDI20808,Kab. Konawe Utara/ Selatan,Palangga,JNE OKE,67000,6 - 8 hari
KDI20809,Kab. Konawe Utara/ Selatan,Ranomeeto,JNE OKE,67000,6 - 8 hari
KDI20810,Kab. Konawe Utara/ Selatan,Tinanggea,JNE OKE,67000,6 - 8 hari
KDI20900,Kab. Wakatobi,Wangi-Wangi,JNE OKE,53000,5 - 7 hari
KDI20901,Kab. Wakatobi,Wangi-Wangi Selatan,JNE OKE,67000,6 - 8 hari
KDI20902,Kab. Wakatobi,Kaledupa,JNE OKE,67000,6 - 8 hari
KDI20903,Kab. Wakatobi,Tomia,JNE OKE,-,- hari
KDI20904,Kab. Wakatobi,Binongko,JNE OKE,-,- hari
KDR10000,Kota Kediri,Kediri,JNE OKE,17000,2 - 3 hari
KDR10001,Kab. Kediri,Gampengrejo,JNE OKE,21000,3 - 6 hari
KDR10002,Kab. Kediri,Grogol,JNE OKE,21000,3 - 6 hari
KDR10003,Kab. Kediri,Gurah,JNE OKE,21000,3 - 6 hari
KDR10004,Kab. Kediri,Kandat,JNE OKE,21000,3 - 6 hari
KDR10005,Kab. Kediri,Kras,JNE OKE,21000,3 - 6 hari
KDR10006,Kab. Kediri,Kunjang,JNE OKE,21000,3 - 6 hari
KDR10007,Kab. Kediri,Mojo,JNE OKE,21000,3 - 6 hari
KDR10008,Kab. Kediri,Ngadiluwih,JNE OKE,21000,3 - 6 hari
KDR10009,Kab. Kediri,Pagu,JNE OKE,21000,3 - 6 hari
KDR10010,Kab. Kediri,Papar,JNE OKE,21000,3 - 6 hari
KDR10011,Kab. Kediri,Plemahan,JNE OKE,21000,3 - 6 hari
KDR10012,Kab. Kediri,Plosoklaten,JNE OKE,21000,3 - 6 hari
KDR10013,Kab. Kediri,Purwoasri,JNE OKE,21000,3 - 6 hari
KDR10014,Kab. Kediri,Semen,JNE OKE,21000,3 - 6 hari
KDR10015,Kab. Kediri,Tarokan,JNE OKE,21000,3 - 6 hari
KDR10016,Kab. Kediri,Wates,JNE OKE,21000,3 - 6 hari
KDR10017,Kab. Kediri,Pare,JNE OKE,21000,3 - 6 hari
KDR10018,Kab. Kediri,Kandangan,JNE OKE,21000,3 - 6 hari
KDR10019,Kab. Kediri,Kepung,JNE OKE,21000,3 - 6 hari
KDR10020,Kab. Kediri,Ngancar,JNE OKE,21000,3 - 6 hari
KDR10021,Kab. Kediri,Puncu,JNE OKE,21000,3 - 6 hari
KDR10022,Kab. Kediri,Banyakan,JNE OKE,21000,3 - 6 hari
KDR10023,Kab. Kediri,Kayen Kidul,JNE OKE,21000,3 - 6 hari
KDR10024,Kab. Kediri,Ringinrejo,JNE OKE,21000,3 - 6 hari
KDR10025,Kota Kediri,Mojoroto,JNE OKE,17000,2 - 3 hari
KDR10026,Kota Kediri,Pesantren,JNE OKE,17000,2 - 3 hari
KOE10000,Kota Kupang,Kupang,JNE OKE,43000,3 - 5 hari
KOE10029,Kota Kupang,Alak,JNE OKE,43000,3 - 5 hari
KOE10030,Kota Kupang,Kelapa Lima,JNE OKE,43000,3 - 5 hari
KOE10031,Kota Kupang,Mawlapa,JNE OKE,43000,3 - 5 hari
KOE10032,Kota Kupang,Oebobo,JNE OKE,43000,3 - 5 hari
KOE10100,Kab. Sumba Tengah,Waibakul,JNE OKE,-,- hari
KOE10101,Kab. Sumba Tengah,Mamboro,JNE OKE,-,- hari
KOE10102,Kab. Sumba Tengah,Umbu Ratu Nggay,JNE OKE,-,- hari
KOE10103,Kab. Sumba Tengah,Umbu Ratu Nggay Barat,JNE OKE,-,- hari
KOE10104,Kab. Sumba Tengah,Katikutana,JNE OKE,-,- hari
KOE20100,Kab. Belu,Atambua,JNE OKE,56000,5 - 9 hari
KOE20101,Kab. Belu,Kobalima,JNE OKE,-,- hari
KOE20102,Kab. Belu,Lamakmen,JNE OKE,70000,6 - 10 hari
KOE20103,Kab. Belu,Malaka Timur,JNE OKE,-,- hari
KOE20104,Kab. Belu,Malaka Tengah,JNE OKE,70000,6 - 10 hari
KOE20106,Kab. Belu,Malaka Barat,JNE OKE,-,- hari
KOE20108,Kab. Belu,Tasefeto Barat,JNE OKE,70000,6 - 10 hari
KOE20109,Kab. Belu,Tasifeto Timur,JNE OKE,-,- hari
KOE20110,Kab. Belu,Kakuluk Mesak,JNE OKE,-,- hari
KOE20111,Kab. Belu,Raihat,JNE OKE,-,- hari
KOE20112,Kab. Belu,Rinhat,JNE OKE,-,- hari
KOE20113,Kab. Belu,Sasita Mean,JNE OKE,-,- hari
KOE20200,Kab. Alor,Kalabahi,JNE OKE,56000,5 - 9 hari
KOE20201,Kab. Alor,Alor Timur,JNE OKE,-,- hari
KOE20202,Kab. Alor,Pantar,JNE OKE,-,- hari
KOE20203,Kab. Alor,Alor Selatan,JNE OKE,-,- hari
KOE20204,Kab. Alor,Alor Barat Daya,JNE OKE,-,- hari
KOE20205,Kab. Alor,Alor Barat Laut,JNE OKE,-,- hari
KOE20206,Kab. Alor,Alor Tengah Utara,JNE OKE,-,- hari
KOE20207,Kab. Alor,Alor Timur Laut,JNE OKE,-,- hari
KOE20208,Kab. Alor,Pantar Barat,JNE OKE,-,- hari
KOE20209,Kab. Alor,Teluk Mutiara,JNE OKE,70000,6 - 10 hari
KOE20300,Kab. Timor Tengah Utara,Kefamenanu,JNE OKE,56000,5 - 9 hari
KOE20301,Kab. Timor Tengah Utara,Biboki Selatan,JNE OKE,70000,6 - 10 hari
KOE20302,Kab. Timor Tengah Utara,Biboki Utara,JNE OKE,70000,6 - 10 hari
KOE20303,Kab. Timor Tengah Utara,Insana,JNE OKE,70000,6 - 10 hari
KOE20304,Kab. Timor Tengah Utara,Miomafo Timur,JNE OKE,70000,6 - 10 hari
KOE20305,Kab. Timor Tengah Utara,Miomafo Barat,JNE OKE,70000,6 - 10 hari
KOE20306,Kab. Timor Tengah Utara,Biboki Anleu,JNE OKE,70000,6 - 10 hari
KOE20307,Kab. Timor Tengah Utara,Insana Utara,JNE OKE,70000,6 - 10 hari
KOE20309,Kab. Timor Tengah Utara,Neomuti,JNE OKE,70000,6 - 10 hari
KOE20400,Kab. Flores Timur,Larantuka,JNE OKE,56000,5 - 9 hari
KOE20401,Kab. Flores Timur,Adonara Barat,JNE OKE,-,- hari
KOE20402,Kab. Flores Timur,Adonara Timur,JNE OKE,-,- hari
KOE20409,Kab. Flores Timur,Solor Barat,JNE OKE,-,- hari
KOE20410,Kab. Flores Timur,Solor Timur,JNE OKE,-,- hari
KOE20411,Kab. Flores Timur,Tanjung Bunga,JNE OKE,70000,6 - 10 hari
KOE20412,Kab. Flores Timur,Wulanggitan,JNE OKE,70000,6 - 10 hari
KOE20414,Kab. Flores Timur,Ile Boleng,JNE OKE,70000,6 - 10 hari
KOE20415,Kab. Flores Timur,Ile Mandiri,JNE OKE,70000,6 - 10 hari
KOE20416,Kab. Flores Timur,Kelubagolit,JNE OKE,70000,6 - 10 hari
KOE20417,Kab. Flores Timur,Titihena,JNE OKE,70000,6 - 10 hari
KOE20418,Kab. Flores Timur,Witihama,JNE OKE,70000,6 - 10 hari
KOE20419,Kab. Flores Timur,Wotan Ulu mado,JNE OKE,70000,6 - 10 hari
KOE20500,Kab. Sikka,Maumere,JNE OKE,56000,5 - 9 hari
KOE20501,Kab. Sikka,Bola,JNE OKE,-,- hari
KOE20502,Kab. Sikka,Kewapante,JNE OKE,-,- hari
KOE20503,Kab. Sikka,Lela,JNE OKE,-,- hari
KOE20504,Kab. Sikka,Nitta,JNE OKE,70000,6 - 10 hari
KOE20505,Kab. Sikka,Paga,JNE OKE,-,- hari
KOE20506,Kab. Sikka,Talibura,JNE OKE,-,- hari
KOE20507,Kab. Sikka,Alok,JNE OKE,70000,6 - 10 hari
KOE20508,Kab. Sikka,Mego,JNE OKE,-,- hari
KOE20509,Kab. Sikka,Palue,JNE OKE,-,- hari
KOE20510,Kab. Sikka,Waigete,JNE OKE,-,- hari
KOE20600,Kab. Manggarai,Ruteng,JNE OKE,56000,5 - 9 hari
KOE20603,Kab. Manggarai,Cibal,JNE OKE,-,- hari
KOE20611,Kab. Manggarai,Lambaleda,JNE OKE,-,- hari
KOE20613,Kab. Manggarai,Reo,JNE OKE,-,- hari
KOE20614,Kab. Manggarai,Satarmese,JNE OKE,-,- hari
KOE20616,Kab. Manggarai,Komba,JNE OKE,-,- hari
KOE20617,Kab. Manggarai,Mborong,JNE OKE,-,- hari
KOE20618,Kab. Manggarai,Ponco Ranaka,JNE OKE,-,- hari
KOE20619,Kab. Manggarai,Sambi Rambas,JNE OKE,-,- hari
KOE20620,Kab. Manggarai,Wae Rii,JNE OKE,-,- hari
KOE20700,Kab. Timor Tengah Selatan,Soe,JNE OKE,56000,5 - 9 hari
KOE20701,Kab. Timor Tengah Selatan,Amanatun Utara,JNE OKE,70000,6 - 10 hari
KOE20702,Kab. Timor Tengah Selatan,Amanatun Selatan,JNE OKE,70000,6 - 10 hari
KOE20704,Kab. Timor Tengah Selatan,Amanuban Selatan,JNE OKE,70000,6 - 10 hari
KOE20706,Kab. Timor Tengah Selatan,Amanuban Barat,JNE OKE,-,- hari
KOE20707,Kab. Timor Tengah Selatan,Mollo Utara,JNE OKE,-,- hari
KOE20708,Kab. Timor Tengah Selatan,Mollo Selatan,JNE OKE,-,- hari
KOE20709,Kab. Timor Tengah Selatan,Amanatun Tengah,JNE OKE,70000,6 - 10 hari
KOE20710,Kab. Timor Tengah Selatan,Amanatun Timur,JNE OKE,70000,6 - 10 hari
KOE20711,Kab. Timor Tengah Selatan,Batu Putih,JNE OKE,-,- hari
KOE20712,Kab. Timor Tengah Selatan,Boking,JNE OKE,70000,6 - 10 hari
KOE20713,Kab. Timor Tengah Selatan,Fatumnasi,JNE OKE,70000,6 - 10 hari
KOE20714,Kab. Timor Tengah Selatan,Kalbano,JNE OKE,70000,6 - 10 hari
KOE20715,Kab. Timor Tengah Selatan,Kie,JNE OKE,70000,6 - 10 hari
KOE20716,Kab. Timor Tengah Selatan,Kot'olin,JNE OKE,70000,6 - 10 hari
KOE20717,Kab. Timor Tengah Selatan,Kualin,JNE OKE,70000,6 - 10 hari
KOE20718,Kab. Timor Tengah Selatan,Kuan Fatu,JNE OKE,70000,6 - 10 hari
KOE20719,Kab. Timor Tengah Selatan,Nunkolo,JNE OKE,70000,6 - 10 hari
KOE20720,Kab. Timor Tengah Selatan,Oenino,JNE OKE,-,- hari
KOE20721,Kab. Timor Tengah Selatan,Polen,JNE OKE,-,- hari
KOE20722,Kab. Timor Tengah Selatan,Tionas,JNE OKE,70000,6 - 10 hari
KOE20800,Kab. Ende,Ende,JNE OKE,56000,5 - 9 hari
KOE20801,Kab. Ende,Detusoko,JNE OKE,70000,6 - 10 hari
KOE20803,Kab. Ende,Nanga Panda,JNE OKE,70000,6 - 10 hari
KOE20804,Kab. Ende,Ndona,JNE OKE,70000,6 - 10 hari
KOE20805,Kab. Ende,Wolo Waru,JNE OKE,70000,6 - 10 hari
KOE20806,Kab. Ende,Detukeli,JNE OKE,70000,6 - 10 hari
KOE20807,Kab. Ende,Ende Selatan,JNE OKE,56000,5 - 9 hari
KOE20808,Kab. Ende,Ende Tengah,JNE OKE,56000,5 - 9 hari
KOE20809,Kab. Ende,Ende Timur,JNE OKE,56000,5 - 9 hari
KOE20810,Kab. Ende,Ende Utara,JNE OKE,56000,5 - 9 hari
KOE20811,Kab. Ende,Kelimutu,JNE OKE,70000,6 - 10 hari
KOE20812,Kab. Ende,Kotabaru,JNE OKE,70000,6 - 10 hari
KOE20813,Kab. Ende,Lio Timur,JNE OKE,70000,6 - 10 hari
KOE20814,Kab. Ende,Maukaro,JNE OKE,70000,6 - 10 hari
KOE20815,Kab. Ende,Ndona Timur,JNE OKE,70000,6 - 10 hari
KOE20816,Kab. Ende,Pulau Ende,JNE OKE,-,- hari
KOE20817,Kab. Ende,Wewaria,JNE OKE,-,- hari
KOE20818,Kab. Ende,Wolojita,JNE OKE,-,- hari
KOE20820,Kab. Ende,Magekoba/Maurole,JNE OKE,70000,6 - 10 hari
KOE20900,Kab. Ngada,Bajawa,JNE OKE,-,- hari
KOE20902,Kab. Ngada,Aimere,JNE OKE,-,- hari
KOE20907,Kab. Ngada,Riung,JNE OKE,-,- hari
KOE20908,Kab. Ngada,Jere Buu,JNE OKE,70000,6 - 10 hari
KOE20912,Kab. Ngada,Ngada Bawa,JNE OKE,70000,6 - 10 hari
KOE20913,Kab. Ngada,Riung Barat,JNE OKE,-,- hari
KOE20914,Kab. Ngada,Soa,JNE OKE,-,- hari
KOE20915,Kab. Ngada,Wogomang Ulewa,JNE OKE,70000,6 - 10 hari
KOE20917,Kab. Ngada,Golewa,JNE OKE,-,- hari
KOE21000,Kab. Sumba Timur,Waingapu,JNE OKE,56000,5 - 9 hari
KOE21001,Kab. Sumba Timur,Lewa,JNE OKE,-,- hari
KOE21002,Kab. Sumba Timur,Paberiwai,JNE OKE,-,- hari
KOE21003,Kab. Sumba Timur,Pahunga Lodu,JNE OKE,-,- hari
KOE21005,Kab. Sumba Timur,Tabundung,JNE OKE,-,- hari
KOE21006,Kab. Sumba Timur,Haharu,JNE OKE,-,- hari
KOE21007,Kab. Sumba Timur,Kahaungu Eti,JNE OKE,-,- hari
KOE21008,Kab. Sumba Timur,Karera,JNE OKE,-,- hari
KOE21010,Kab. Sumba Timur,Matawai Lapau,JNE OKE,-,- hari
KOE21011,Kab. Sumba Timur,Nggaha Oriangu,JNE OKE,-,- hari
KOE21012,Kab. Sumba Timur,Pandawai,JNE OKE,-,- hari
KOE21013,Kab. Sumba Timur,Pinu Pahar,JNE OKE,-,- hari
KOE21014,Kab. Sumba Timur,Rindi,JNE OKE,-,- hari
KOE21015,Kab. Sumba Timur,Umalulu,JNE OKE,-,- hari
KOE21016,Kab. Sumba Timur,Wulla Waijelu,JNE OKE,-,- hari
KOE21100,Kab. Sumba Barat,Waikabubak,JNE OKE,56000,5 - 9 hari
KOE21103,Kab. Sumba Barat,Laratama,JNE OKE,-,- hari
KOE21104,Kab. Sumba Barat,Walakaka,JNE OKE,-,- hari
KOE21200,Kab. Manggarai Barat,Labuan Bajo,JNE OKE,56000,5 - 9 hari
KOE21201,Kab. Manggarai Barat,Komodo,JNE OKE,-,- hari
KOE21202,Kab. Manggarai Barat,Kuwus,JNE OKE,-,- hari
KOE21203,Kab. Manggarai Barat,Lembor,JNE OKE,-,- hari
KOE21204,Kab. Manggarai Barat,Macang Pacar,JNE OKE,-,- hari
KOE21205,Kab. Manggarai Barat,Sanonggoang,JNE OKE,-,- hari
KOE21300,Kab. Manggarai Timur,Borong,JNE OKE,-,- hari
KOE21301,Kab. Manggarai Timur,Elar,JNE OKE,-,- hari
KOE21302,Kab. Manggarai Timur,Lamba Leda,JNE OKE,-,- hari
KOE21303,Kab. Manggarai Timur,Poco Ranaka,JNE OKE,-,- hari
KOE21304,Kab. Manggarai Timur,Lomba,JNE OKE,-,- hari
KOE21305,Kab. Manggarai Timur,Sambi Rampas,JNE OKE,-,- hari
KOE21400,Kab. Nagekeo,Mbay,JNE OKE,-,- hari
KOE21401,Kab. Nagekeo,Aesesa,JNE OKE,-,- hari
KOE21403,Kab. Nagekeo,Boawae,JNE OKE,-,- hari
KOE21404,Kab. Nagekeo,Mauponggo,JNE OKE,-,- hari
KOE21405,Kab. Nagekeo,Nangaroro,JNE OKE,-,- hari
KOE21406,Kab. Nagekeo,Keo Tengah,JNE OKE,-,- hari
KOE21407,Kab. Nagekeo,Wolo Wae,JNE OKE,-,- hari
KOE21408,Kab. Nagekeo,Aesesa Selatan,JNE OKE,-,- hari
KOE21500,Kab. Rote Ndao,Baa,JNE OKE,56000,5 - 9 hari
KOE21501,Kab. Rote Ndao,Lobalain,JNE OKE,-,- hari
KOE21502,Kab. Rote Ndao,Pantai Baru,JNE OKE,-,- hari
KOE21503,Kab. Rote Ndao,Rote Barat Daya,JNE OKE,-,- hari
KOE21504,Kab. Rote Ndao,Rote Barat Laut,JNE OKE,-,- hari
KOE21505,Kab. Rote Ndao,Rote Tengah,JNE OKE,-,- hari
KOE21506,Kab. Rote Ndao,Rote Timur,JNE OKE,-,- hari
KOE21600,Kab. Sumba Barat Daya,Tambolaka,JNE OKE,56000,5 - 9 hari
KOE21601,Kab. Sumba Barat Daya,Kodi,JNE OKE,-,- hari
KOE21602,Kab. Sumba Barat Daya,Wewewa Barat,JNE OKE,-,- hari
KOE21603,Kab. Sumba Barat Daya,Wewewa Timur,JNE OKE,-,- hari
KOE21604,Kab. Sumba Barat Daya,Kodi Bangedo,JNE OKE,-,- hari
KOE21605,Kab. Sumba Barat Daya,Kodi Utara,JNE OKE,-,- hari
KOE21606,Kab. Sumba Barat Daya,Laura,JNE OKE,-,- hari
KOE21607,Kab. Sumba Barat Daya,Wewewa Selatan,JNE OKE,-,- hari
KOE21608,Kab. Sumba Barat Daya,Wewewa Utara,JNE OKE,-,- hari
KOE21800,Kab. Lembata,Lembata,JNE OKE,56000,5 - 9 hari
KOE21801,Kab. Lembata,Buyasuri,JNE OKE,-,- hari
KOE21802,Kab. Lembata,Omesuri,JNE OKE,-,- hari
KOE21803,Kab. Lembata,Lebatukan,JNE OKE,-,- hari
KOE21804,Kab. Lembata,Ile Ape,JNE OKE,-,- hari
KOE21805,Kab. Lembata,Nubatukan,JNE OKE,-,- hari
KOE21806,Kab. Lembata,Atadei,JNE OKE,-,- hari
KOE21807,Kab. Lembata,Nagawutung,JNE OKE,-,- hari
KOE21808,Kab. Lembata,Wulandoni,JNE OKE,-,- hari
KOE21900,Kab. Kupang,Oelamasi,JNE OKE,56000,5 - 9 hari
KOE21901,Kab. Kupang,Amabioefeto Timur,JNE OKE,-,- hari
KOE21902,Kab. Kupang,Amarasi Barat,JNE OKE,-,- hari
KOE21903,Kab. Kupang,Amarasi Selatan,JNE OKE,-,- hari
KOE21904,Kab. Kupang,Amarasi Timur,JNE OKE,-,- hari
KOE21905,Kab. Kupang,Amarasi,JNE OKE,-,- hari
KOE21906,Kab. Kupang,Amfoang Barat Daya,JNE OKE,-,- hari
KOE21907,Kab. Kupang,Amfoang Barat Laut,JNE OKE,-,- hari
KOE21908,Kab. Kupang,Amfoang Selatan,JNE OKE,-,- hari
KOE21909,Kab. Kupang,Amfoang Utara,JNE OKE,-,- hari
KOE21910,Kab. Kupang,Fatuleu,JNE OKE,-,- hari
KOE21911,Kab. Kupang,Fatuleu Barat,JNE OKE,-,- hari
KOE21912,Kab. Kupang,Fatuleu Tengah,JNE OKE,-,- hari
KOE21913,Kab. Kupang,Hawu Mehara,JNE OKE,-,- hari
KOE21914,Kab. Kupang,Kupang Barat,JNE OKE,56000,5 - 9 hari
KOE21915,Kab. Kupang,Kupang Tengah,JNE OKE,56000,5 - 9 hari
KOE21916,Kab. Kupang,Kupang Timur,JNE OKE,56000,5 - 9 hari
KOE21917,Kab. Kupang,Nekemese,JNE OKE,-,- hari
KOE21918,Kab. Kupang,Raijua,JNE OKE,-,- hari
KOE21919,Kab. Kupang,Sabu Barat,JNE OKE,-,- hari
