code,city,area,provider,cost,remarks
MES21703,Kab. Mandailing Natal,Bukit Malintang,JNE YES,-,1 hari
MES21704,Kab. Mandailing Natal,Kotanopan,JNE YES,-,1 hari
MES21705,Kab. Mandailing Natal,Lembah Sorik Merapi,JNE YES,-,1 hari
MES21706,Kab. Mandailing Natal,Lingga Bayu,JNE YES,-,1 hari
MES21707,Kab. Mandailing Natal,Muara Batang Gadis,JNE YES,-,1 hari
MES21708,Kab. Mandailing Natal,Muara Sipongi,JNE YES,-,1 hari
MES21709,Kab. Mandailing Natal,Natal,JNE YES,-,1 hari
MES21710,Kab. Mandailing Natal,Panyabungan Barat,JNE YES,-,1 hari
MES21711,Kab. Mandailing Natal,Panyabungan Kota,JNE YES,-,1 hari
MES21712,Kab. Mandailing Natal,Panyabungan Selatan,JNE YES,-,1 hari
MES21713,Kab. Mandailing Natal,Panyabungan Timur,JNE YES,-,1 hari
MES21714,Kab. Mandailing Natal,Panyabungan Utara,JNE YES,-,1 hari
MES21715,Kab. Mandailing Natal,Siabu,JNE YES,-,1 hari
MES21716,Kab. Mandailing Natal,Tambangan,JNE YES,-,1 hari
MES21717,Kab. Mandailing Natal,Ulu Pungkut,JNE YES,-,1 hari
MES21800,Kab. Nias Selatan,Teluk Dalam,JNE YES,-,1 hari
MES21801,Kab. Nias Selatan,Amandraya,JNE YES,-,1 hari
MES21802,Kab. Nias Selatan,Gomo,JNE YES,-,1 hari
MES21803,Kab. Nias Selatan,Hibala,JNE YES,-,1 hari
MES21804,Kab. Nias Selatan,Lahusa,JNE YES,-,1 hari
MES21805,Kab. Nias Selatan,Lolo Wa'u,JNE YES,-,1 hari
MES21806,Kab. Nias Selatan,Lolomatua,JNE YES,-,1 hari
MES21807,Kab. Nias Selatan,Pulau-Pulau Batu,JNE YES,-,1 hari
MES21900,Kab. Padang Lawas,Sibuhuan,JNE YES,-,1 hari
MES21901,Kab. Padang Lawas,Barumun,JNE YES,-,1 hari
MES21902,Kab. Padang Lawas,Barumun Tengah,JNE YES,-,1 hari
MES21903,Kab. Padang Lawas,Batang Bulu Sutam,JNE YES,-,1 hari
MES21904,Kab. Padang Lawas,Huristak,JNE YES,-,1 hari
MES21905,Kab. Padang Lawas,Huta Raja Tinggi,JNE YES,-,1 hari
MES21906,Kab. Padang Lawas,Lubuk Barumun,JNE YES,-,1 hari
MES21907,Kab. Padang Lawas,Sosa,JNE YES,-,1 hari
MES21908,Kab. Padang Lawas,Sosopan,JNE YES,-,1 hari
MES21909,Kab. Padang Lawas,Ulu Barumun,JNE YES,-,1 hari
MES22100,Kab. Pakpak Barat,Salak,JNE YES,-,1 hari
MES22101,Kab. Pakpak Barat,Kerajaan,JNE YES,-,1 hari
MES22102,Kab. Pakpak Barat,Sitellu Tai Urang Jehe,JNE YES,-,1 hari
MES22103,Kab. Pakpak Barat,Sitellu Tai Urang Julu,JNE YES,-,1 hari
MES22104,Kab. Pakpak Barat,Pergetteng-getteng Sengkut,JNE YES,-,1 hari
MES22105,Kab. Pakpak Barat,Pagindar,JNE YES,-,1 hari
MES22106,Kab. Pakpak Barat,Siempat Rube,JNE YES,-,1 hari
MES22107,Kab. Pakpak Barat,Tinada,JNE YES,-,1 hari
MES22200,Kab. Samosir,Pangururan,JNE YES,-,1 hari
MES22201,Kab. Samosir,Harian,JNE YES,-,1 hari
MES22202,Kab. Samosir,Nainggolan,JNE YES,-,1 hari
MES22203,Kab. Samosir,Onan Runggu,JNE YES,-,1 hari
MES22204,Kab. Samosir,Palipi,JNE YES,-,1 hari
MES22205,Kab. Samosir,Ronggur Nihuta,JNE YES,-,1 hari
MES22206,Kab. Samosir,Sianjur Mula Mula,JNE YES,-,1 hari
MES22207,Kab. Samosir,Simanindo,JNE YES,-,1 hari
MES22208,Kab. Samosir,Sitiotio,JNE YES,-,1 hari
MES22300,Kab. Serdang Bedagai,Sei Rampah,JNE YES,-,1 hari
MES22301,Kab. Serdang Bedagai,Bandar Khalipah,JNE YES,-,1 hari
MES22302,Kab. Serdang Bedagai,Dolok Masihul,JNE YES,-,1 hari
MES22303,Kab. Serdang Bedagai,Dolok Merawan,JNE YES,-,1 hari
MES22304,Kab. Serdang Bedagai,Kotarih,JNE YES,-,1 hari
MES22305,Kab. Serdang Bedagai,Pantai Cermin,JNE YES,-,1 hari
MES22306,Kab. Serdang Bedagai,Perbaungan,JNE YES,-,1 hari
MES22307,Kab. Serdang Bedagai,Sipispis,JNE YES,-,1 hari
MES22308,Kab. Serdang Bedagai,Tanjung Beringin,JNE YES,-,1 hari
MES22309,Kab. Serdang Bedagai,Tebingtinggi,JNE YES,-,1 hari
MES22310,Kab. Serdang Bedagai,Teluk Mengkudu,JNE YES,-,1 hari
MES22400,Kab. Tapanuli Selatan,Sipirok,JNE YES,-,1 hari
MES22401,Kab. Tapanuli Selatan,Aek Bilah,JNE YES,-,1 hari
MES22402,Kab. Tapanuli Selatan,Arse,JNE YES,-,1 hari
MES22403,Kab. Tapanuli Selatan,Barumun,JNE YES,-,1 hari
MES22404,Kab. Tapanuli Selatan,Barumun Tengah,JNE YES,-,1 hari
MES22405,Kab. Tapanuli Selatan,Batang Angkola,JNE YES,-,1 hari
MES22406,Kab. Tapanuli Selatan,Batang Lubu Sutam,JNE YES,-,1 hari
MES22407,Kab. Tapanuli Selatan,Batang Onang,JNE YES,-,1 hari
MES22408,Kab. Tapanuli Selatan,Batang Toru,JNE YES,-,1 hari
MES22409,Kab. Tapanuli Selatan,Dolok,JNE YES,-,1 hari
MES22410,Kab. Tapanuli Selatan,Dolok Sigompulon,JNE YES,-,1 hari
MES22411,Kab. Tapanuli Selatan,Halongonan,JNE YES,-,1 hari
MES22412,Kab. Tapanuli Selatan,Huristak,JNE YES,-,1 hari
MES22413,Kab. Tapanuli Selatan,Huta Raja Tinggi,JNE YES,-,1 hari
MES22414,Kab. Tapanuli Selatan,Lubuk Barumun,JNE YES,-,1 hari
MES22415,Kab. Tapanuli Selatan,Marancar,JNE YES,-,1 hari
MES22416,Kab. Tapanuli Selatan,Padang Bolak,JNE YES,-,1 hari
MES22417,Kab. Tapanuli Selatan,Padang Bolak Julu,JNE YES,-,1 hari
MES22418,Kab. Tapanuli Selatan,Padang Sidempuan Barat,JNE YES,-,1 hari
MES22419,Kab. Tapanuli Selatan,Padang Sidempuan Timur,JNE YES,-,1 hari
MES22420,Kab. Tapanuli Selatan,Portibi,JNE YES,-,1 hari
MES22421,Kab. Tapanuli Selatan,Saipar Dolok Hole,JNE YES,-,1 hari
MES22422,Kab. Tapanuli Selatan,Sayur Matinggi,JNE YES,-,1 hari
MES22423,Kab. Tapanuli Selatan,Siais,JNE YES,-,1 hari
MES22424,Kab. Tapanuli Selatan,Simangambat,JNE YES,-,1 hari
MES22425,Kab. Tapanuli Selatan,Sosa,JNE YES,-,1 hari
MES22426,Kab. Tapanuli Selatan,Sosopan,JNE YES,-,1 hari
MES22427,Kab. Tapanuli Selatan,Ulu Barumun,JNE YES,-,1 hari
MES22500,Kota Tanjung Balai,Tanjung Balai,JNE YES,-,1 hari
MES22501,Kota Tanjung Balai,Datuk Bandar,JNE YES,-,1 hari
MES22502,Kota Tanjung Balai,Sei Tualang Raso,JNE YES,-,1 hari
MES22503,Kota Tanjung Balai,Tanjung Balai Selatan,JNE YES,-,1 hari
MES22504,Kota Tanjung Balai,Tanjung Balai Utara,JNE YES,-,1 hari
MES22505,Kota Tanjung Balai,Teluk Nibung,JNE YES,-,1 hari
MES22600,Kota Pematangsiantar,Pematang Siantar,JNE YES,-,1 hari
MES22601,Kota Pematangsiantar,Siantar Barat,JNE YES,-,1 hari
MES22602,Kota Pematangsiantar,Siantar Marihat,JNE YES,-,1 hari
MES22603,Kota Pematangsiantar,Siantar Martoba,JNE YES,-,1 hari
MES22604,Kota Pematangsiantar,Siantar Selatan,JNE YES,-,1 hari
MES22605,Kota Pematangsiantar,Siantar Timur,JNE YES,-,1 hari
MES22606,Kota Pematangsiantar,Siantar Utara,JNE YES,-,1 hari
MGL10000,Kota Magelang,Magelang,JNE YES,25000,1 hari
MGL10022,Kota Magelang,Magelang Selatan,JNE YES,25000,1 hari
MGL10023,Kota Magelang,Magelang Tengah,JNE YES,25000,1 hari
MGL10024,Kota Magelang,Magelang Utara,JNE YES,25000,1 hari
MGL10100,Kab. Kebumen,Kebumen,JNE YES,-,1 hari
MGL10101,Kab. Kebumen,Adimulyo,JNE YES,-,1 hari
MGL10102,Kab. Kebumen,Aliyan,JNE YES,-,1 hari
MGL10103,Kab. Kebumen,Ambal,JNE YES,-,1 hari
MGL10104,Kab. Kebumen,Bulupesantren,JNE YES,-,1 hari
MGL10105,Kab. Kebumen,Karanganyar,JNE YES,-,1 hari
MGL10106,Kab. Kebumen,Karanggayam,JNE YES,-,1 hari
MGL10107,Kab. Kebumen,Klirong,JNE YES,-,1 hari
MGL10108,Kab. Kebumen,Kutowinangun,JNE YES,-,1 hari
MGL10109,Kab. Kebumen,Kuwarasan,JNE YES,-,1 hari
MGL10110,Kab. Kebumen,Mirit,JNE YES,-,1 hari
MGL10111,Kab. Kebumen,Pejagoan,JNE YES,-,1 hari
MGL10112,Kab. Kebumen,Petanahan,JNE YES,-,1 hari
MGL10113,Kab. Kebumen,Prembun,JNE YES,-,1 hari
MGL10114,Kab. Kebumen,Puring,JNE YES,-,1 hari
MGL10115,Kab. Kebumen,Sadang,JNE YES,-,1 hari
MGL10116,Kab. Kebumen,Sruweng,JNE YES,-,1 hari
MGL10117,Kab. Kebumen,Gombong,JNE YES,-,1 hari
MGL10118,Kab. Kebumen,Ayah,JNE YES,-,1 hari
MGL10119,Kab. Kebumen,Buayan,JNE YES,-,1 hari
MGL10120,Kab. Kebumen,Rowokele,JNE YES,-,1 hari
MGL10121,Kab. Kebumen,Bonorowo,JNE YES,-,1 hari
MGL10122,Kab. Kebumen,Karangsambung,JNE YES,-,1 hari
MGL10123,Kab. Kebumen,Padureso,JNE YES,-,1 hari
MGL10124,Kab. Kebumen,Poncowarno,JNE YES,-,1 hari
MGL10125,Kab. Kebumen,Sempor,JNE YES,-,1 hari
MGL10200,Kab. Wonosobo,Wonosobo,JNE YES,-,1 hari
MGL10201,Kab. Wonosobo,Garung,JNE YES,-,1 hari
MGL10202,Kab. Wonosobo,Kalikajar,JNE YES,-,1 hari
MGL10203,Kab. Wonosobo,Kaliwiro,JNE YES,-,1 hari
MGL10204,Kab. Wonosobo,Kejajar,JNE YES,-,1 hari
MGL10205,Kab. Wonosobo,Kepil,JNE YES,-,1 hari
MGL10206,Kab. Wonosobo,Kertek,JNE YES,-,1 hari
MGL10207,Kab. Wonosobo,Leksono,JNE YES,-,1 hari
MGL10208,Kab. Wonosobo,Mojotengah,JNE YES,-,1 hari
MGL10209,Kab. Wonosobo,Sapuran,JNE YES,-,1 hari
MGL10210,Kab. Wonosobo,Selomerto,JNE YES,-,1 hari
MGL10211,Kab. Wonosobo,Wadaslintang,JNE YES,-,1 hari
MGL10212,Kab. Wonosobo,Watumalang,JNE YES,-,1 hari
MGL10214,Kab. Wonosobo,Kalibawang,JNE YES,-,1 hari
MGL10215,Kab. Wonosobo,Sukoharjo,JNE YES,-,1 hari
MGL10300,Kab. Purworejo,Purworejo,JNE YES,-,1 hari
MGL10301,Kab. Purworejo,Bagelen,JNE YES,-,1 hari
MGL10302,Kab. Purworejo,Banyuurip,JNE YES,-,1 hari
MGL10303,Kab. Purworejo,Bener,JNE YES,-,1 hari
MGL10304,Kab. Purworejo,Gebang,JNE YES,-,1 hari
MGL10305,Kab. Purworejo,Kaligesing,JNE YES,-,1 hari
MGL10306,Kab. Purworejo,Loano,JNE YES,-,1 hari
MGL10307,Kab. Purworejo,Ngombol,JNE YES,-,1 hari
MGL10308,Kab. Purworejo,Purwodadi,JNE YES,-,1 hari
MGL10309,Kab. Purworejo,Kutoarjo,JNE YES,-,1 hari
MGL10310,Kab. Purworejo,Kemiri,JNE YES,-,1 hari
MGL10311,Kab. Purworejo,Pituruh,JNE YES,-,1 hari
MGL10312,Kab. Purworejo,Butuh,JNE YES,-,1 hari
MGL10313,Kab. Purworejo,Bruno,JNE YES,-,1 hari
MGL10314,Kab. Purworejo,Grabag,JNE YES,-,1 hari
MGL10315,Kab. Purworejo,Bayan,JNE YES,-,1 hari
MGL10400,Kab. Temanggung,Temanggung,JNE YES,-,1 hari
MGL10401,Kab. Temanggung,Bulu,JNE YES,-,1 hari
MGL10402,Kab. Temanggung,Candiroto,JNE YES,-,1 hari
MGL10403,Kab. Temanggung,Jumo,JNE YES,-,1 hari
MGL10404,Kab. Temanggung,Kaloran,JNE YES,-,1 hari
MGL10405,Kab. Temanggung,Kandangan,JNE YES,-,1 hari
MGL10406,Kab. Temanggung,Kedu,JNE YES,-,1 hari
MGL10407,Kab. Temanggung,Kranggan,JNE YES,-,1 hari
MGL10408,Kab. Temanggung,Ngadirejo,JNE YES,-,1 hari
MGL10409,Kab. Temanggung,Parakan,JNE YES,-,1 hari
MGL10410,Kab. Temanggung,Pringsurat,JNE YES,-,1 hari
MGL10411,Kab. Temanggung,Tembarak,JNE YES,-,1 hari
MGL10412,Kab. Temanggung,Tretep,JNE YES,-,1 hari
MGL10414,Kab. Temanggung,Bejen,JNE YES,-,1 hari
MGL10415,Kab. Temanggung,Tlogomulyo,JNE YES,-,1 hari
MGL10416,Kab. Temanggung,Kledung,JNE YES,-,1 hari
MGL10418,Kab. Temanggung,Wonoboyo,JNE YES,-,1 hari
MGL10419,Kab. Temanggung,Gemawang,JNE YES,-,1 hari
MGL10420,Kab. Temanggung,Bansari,JNE YES,-,1 hari
MGL10421,Kab. Temanggung,Selopampang,JNE YES,-,1 hari
MGL10500,Kab. Magelang,Mungkid,JNE YES,-,1 hari
MGL10501,Kab. Magelang,Salam,JNE YES,-,1 hari
MGL10502,Kab. Magelang,Bandongan,JNE YES,-,1 hari
MGL10503,Kab. Magelang,Candimulyo,JNE YES,-,1 hari
MGL10504,Kab. Magelang,Grabag,JNE YES,-,1 hari
MGL10505,Kab. Magelang,Kajoran,JNE YES,-,1 hari
MGL10506,Kab. Magelang,Kaliangkrik,JNE YES,-,1 hari
MGL10507,Kab. Magelang,MERTOYUDAN,JNE YES,-,1 hari
MGL10508,Kab. Magelang,Ngablak,JNE YES,-,1 hari
MGL10509,Kab. Magelang,Pakis,JNE YES,-,1 hari
MGL10510,Kab. Magelang,Salaman,JNE YES,-,1 hari
MGL10511,Kab. Magelang,Secang,JNE YES,-,1 hari
MGL10512,Kab. Magelang,Tegalrejo,JNE YES,-,1 hari
MGL10513,Kab. Magelang,Tempuran,JNE YES,-,1 hari
MGL10514,Kab. Magelang,WINDUSARI,JNE YES,-,1 hari
MGL10515,Kab. Magelang,Srumbung,JNE YES,-,1 hari
MGL10516,Kab. Magelang,Dukun,JNE YES,-,1 hari
MGL10517,Kab. Magelang,Sawangan,JNE YES,-,1 hari
MGL10518,Kab. Magelang,Muntilan,JNE YES,-,1 hari
MGL10519,Kab. Magelang,Ngluwar,JNE YES,-,1 hari
MGL10520,Kab. Magelang,Borobudur,JNE YES,-,1 hari
MJK10000,Kab. Mojokerto,Mojokerto,JNE YES,27000,1 hari
MJK10001,Kab. Mojokerto,Bangsal,JNE YES,-,1 hari
MJK10002,Kab. Mojokerto,Dawarblandong,JNE YES,-,1 hari
MJK10003,Kab. Mojokerto,Dlanggu,JNE YES,-,1 hari
MJK10004,Kab. Mojokerto,Gedeg,JNE YES,-,1 hari
MJK10005,Kab. Mojokerto,Gondang,JNE YES,-,1 hari
MJK10006,Kab. Mojokerto,Jatirejo,JNE YES,-,1 hari
MJK10007,Kab. Mojokerto,Jetis,JNE YES,-,1 hari
MJK10008,Kab. Mojokerto,Kemlagi,JNE YES,-,1 hari
MJK10009,Kab. Mojokerto,Kutorejo,JNE YES,-,1 hari
MJK10010,Kab. Mojokerto,Mojosari,JNE YES,-,1 hari
MJK10011,Kab. Mojokerto,Ngoro,JNE YES,-,1 hari
MJK10012,Kab. Mojokerto,Pacet,JNE YES,-,1 hari
MJK10013,Kab. Mojokerto,Pungging,JNE YES,-,1 hari
MJK10014,Kab. Mojokerto,Puri,JNE YES,-,1 hari
MJK10015,Kab. Mojokerto,Sooko,JNE YES,-,1 hari
MJK10016,Kab. Mojokerto,Trawas,JNE YES,-,1 hari
MJK10017,Kab. Mojokerto,Trowulan,JNE YES,-,1 hari
MJK10020,Kab. Sidoarjo,Balongbendo,JNE YES,-,1 hari
MJK10021,Kab. Mojokerto,Mojoanyar,JNE YES,-,1 hari
MJK10022,Kota Mojokerto,Magersari,JNE YES,27000,1 hari
MJK10023,Kota Mojokerto,Parajurit Kulon,JNE YES,27000,1 hari
MJK10025,Kab. Sidoarjo,Tarik,JNE YES,-,1 hari
MJK10026,Kab. Sidoarjo,Prambon,JNE YES,-,1 hari
MXG10000,Kota Malang,Malang,JNE YES,27000,1 hari
MXG10035,Kota Malang,Blimbing,JNE YES,27000,1 hari
MXG10036,Kota Malang,Kedungkandang,JNE YES,27000,1 hari
MXG10037,Kota Malang,Klojen,JNE YES,27000,1 hari
MXG10038,Kota Malang,Lowokwaru,JNE YES,27000,1 hari
MXG10039,Kota Malang,Sukun,JNE YES,27000,1 hari
MXG20100,Kab. Blitar,Blitar,JNE YES,-,1 hari
MXG20101,Kab. Blitar,Bakung,JNE YES,-,1 hari
MXG20102,Kab. Blitar,Binangun,JNE YES,-,1 hari
MXG20103,Kab. Blitar,Doko,JNE YES,-,1 hari
MXG20104,Kab. Blitar,Gandusari,JNE YES,-,1 hari
MXG20105,Kab. Blitar,Garum,JNE YES,-,1 hari
MXG20106,Kab. Blitar,Kademangan,JNE YES,-,1 hari
MXG20107,Kab. Blitar,Kanigoro,JNE YES,-,1 hari
MXG20108,Kab. Blitar,Kesamben,JNE YES,-,1 hari
MXG20109,Kab. Blitar,Nglegok,JNE YES,-,1 hari
MXG20110,Kab. Blitar,Panggungrejo,JNE YES,-,1 hari
MXG20111,Kab. Blitar,Ponggok,JNE YES,-,1 hari
MXG20112,Kab. Blitar,Sanankulon,JNE YES,-,1 hari
MXG20113,Kab. Blitar,Selorejo,JNE YES,-,1 hari
MXG20114,Kab. Blitar,Srengat,JNE YES,-,1 hari
MXG20115,Kab. Blitar,Sutojayan,JNE YES,-,1 hari
MXG20116,Kab. Blitar,Talun,JNE YES,-,1 hari
MXG20117,Kab. Blitar,Udanawu,JNE YES,-,1 hari
MXG20118,Kab. Blitar,Wates,JNE YES,-,1 hari
MXG20119,Kab. Blitar,Wlingi,JNE YES,-,1 hari
MXG20120,Kab. Blitar,Wonodadi,JNE YES,-,1 hari
MXG20121,Kab. Blitar,Wonotirto,JNE YES,-,1 hari
MXG20122,Kab. Blitar,Selopuro,JNE YES,-,1 hari
MXG20123,Kota Blitar,Kepanjenkidul,JNE YES,-,1 hari
MXG20124,Kota Blitar,Sananwetan,JNE YES,-,1 hari
MXG20125,Kota Blitar,Sukorejo,JNE YES,-,1 hari
MXG20200,Kota Batu,Batu,JNE YES,-,1 hari
MXG20204,Kota Batu,Bumiaji,JNE YES,-,1 hari
MXG20205,Kota Batu,Junrejo,JNE YES,-,1 hari
MXG20300,Kab. Malang,Kepanjen,JNE YES,-,1 hari
MXG20301,Kab. Malang,Ampelgading,JNE YES,-,1 hari
MXG20302,Kab. Malang,Bantur,JNE YES,-,1 hari
MXG20303,Kab. Malang,Bululawang,JNE YES,-,1 hari
MXG20304,Kab. Malang,Dampit,JNE YES,-,1 hari
MXG20305,Kab. Malang,Dau,JNE YES,27000,1 hari
MXG20306,Kab. Malang,Donomulyo,JNE YES,-,1 hari
MXG20307,Kab. Malang,Gedangan,JNE YES,-,1 hari
MXG20308,Kab. Malang,Gondanglegi,JNE YES,-,1 hari
MXG20309,Kab. Malang,Jabung,JNE YES,-,1 hari
MXG20310,Kab. Malang,Kalipare,JNE YES,-,1 hari
MXG20311,Kab. Malang,Karangploso,JNE YES,-,1 hari
MXG20312,Kab. Malang,Kromengan,JNE YES,-,1 hari
MXG20313,Kab. Malang,Ngajum,JNE YES,-,1 hari
MXG20314,Kab. Malang,Pagak,JNE YES,-,1 hari
MXG20315,Kab. Malang,Pakis,JNE YES,-,1 hari
MXG20316,Kab. Malang,Pakisaji,JNE YES,-,1 hari
MXG20317,Kab. Malang,Poncokusumo,JNE YES,-,1 hari
MXG20318,Kab. Malang,Singosari,JNE YES,27000,1 hari
MXG20319,Kab. Malang,Sumberpucung,JNE YES,-,1 hari
MXG20320,Kab. Malang,Sumbermanjing Wetan,JNE YES,-,1 hari
MXG20321,Kab. Malang,Tajinan,JNE YES,-,1 hari
MXG20322,Kab. Malang,Tirtoyudo,JNE YES,-,1 hari
MXG20323,Kab. Malang,Turen,JNE YES,-,1 hari
MXG20324,Kab. Malang,Tumpang,JNE YES,-,1 hari
MXG20325,Kab. Malang,Wagir,JNE YES,-,1 hari
MXG20326,Kab. Malang,Wajak,JNE YES,-,1 hari
MXG20327,Kab. Malang,Wonosari,JNE YES,-,1 hari
MXG20328,Kab. Malang,Ngantang,JNE YES,-,1 hari
MXG20329,Kab. Malang,Pujon,JNE YES,-,1 hari
MXG20330,Kab. Malang,Kasembon,JNE YES,-,1 hari
MXG20331,Kab. Malang,Lawang,JNE YES,-,1 hari
MXG20332,Kab. Malang,Pagelaran,JNE YES,-,1 hari
NBX10000,Kab. Nabire,Nabire,JNE YES,-,1 hari
NBX30001,Kab. Nabire,Dipa,JNE YES,-,1 hari
NBX30002,Kab. Nabire,Makimi,JNE YES,-,1 hari
NBX30003,Kab. Nabire,Mapia,JNE YES,-,1 hari
NBX30004,Kab. Nabire,Menou,JNE YES,-,1 hari
NBX30005,Kab. Nabire,Nabire barat,JNE YES,-,1 hari
NBX30006,Kab. Nabire,Napan,JNE YES,-,1 hari
NBX30007,Kab. Nabire,Obano,JNE YES,-,1 hari
NBX30008,Kab. Nabire,Siriwo,JNE YES,-,1 hari
NBX30009,Kab. Nabire,Teluk Kimi,JNE YES,-,1 hari
NBX30010,Kab. Nabire,Teluk Umar,JNE YES,-,1 hari
NBX30011,Kab. Nabire,Uwapa,JNE YES,-,1 hari
NBX30012,Kab. Nabire,Wanggar,JNE YES,-,1 hari
NBX30013,Kab. Nabire,Wapoga,JNE YES,-,1 hari
NBX30014,Kab. Nabire,Yaro,JNE YES,-,1 hari
NBX30015,Kab. Nabire,Yaur,JNE YES,-,1 hari
NBX30100,Kab. Dogiyai,Kamu,JNE YES,-,1 hari
NBX30101,Kab. Dogiyai,Kamu Selatan,JNE YES,-,1 hari
NBX30102,Kab. Dogiyai,Kamu Timur,JNE YES,-,1 hari
NBX30103,Kab. Dogiyai,Kamu Utara,JNE YES,-,1 hari
NBX30104,Kab. Dogiyai,Sukikai,JNE YES,-,1 hari
NBX30105,Kab. Dogiyai,Sukikai Selatan,JNE YES,-,1 hari
NBX30200,Kab. Paniai,Enarotali,JNE YES,-,1 hari
NBX30201,Kab. Paniai,Agisiga,JNE YES,-,1 hari
NBX30202,Kab. Paniai,Aradide,JNE YES,-,1 hari
NBX30203,Kab. Paniai,Biandoga,JNE YES,-,1 hari
NBX30204,Kab. Paniai,Bibida,JNE YES,-,1 hari
NBX30205,Kab. Paniai,Bogoboida,JNE YES,-,1 hari
NBX30206,Kab. Paniai,Homeyo,JNE YES,-,1 hari
NBX30207,Kab. Paniai,Paniai Barat,JNE YES,-,1 hari
NBX30208,Kab. Paniai,Paniai Barat,JNE YES,-,1 hari
NBX30300,Kab. Puncak Jaya,Mulia,JNE YES,-,1 hari
NBX30301,Kab. Puncak Jaya,Beoga,JNE YES,-,1 hari
NBX30302,Kab. Puncak Jaya,Fawi,JNE YES,-,1 hari
NBX30303,Kab. Puncak Jaya,Ilaga,JNE YES,-,1 hari
NBX30304,Kab. Puncak Jaya,Ilu,JNE YES,-,1 hari
NBX30305,Kab. Puncak Jaya,Sinak,JNE YES,-,1 hari
NBX30400,Kab. Mappi,Kepi,JNE YES,-,1 hari
NBX30401,Kab. Mappi,Assue,JNE YES,-,1 hari
NBX30402,Kab. Mappi,Citak Mitak,JNE YES,-,1 hari
NBX30403,Kab. Mappi,Edera,JNE YES,-,1 hari
NBX30404,Kab. Mappi,Haju,JNE YES,-,1 hari
NBX30405,Kab. Mappi,Nambioman Bapai,JNE YES,-,1 hari
NBX30406,Kab. Mappi,Obaa,JNE YES,-,1 hari
NBX30500,Kab. Intan Jaya,Sugapa,JNE YES,-,1 hari
NBX30501,Kab. Intan Jaya,Agisiga,JNE YES,-,1 hari
NBX30502,Kab. Intan Jaya,Biandoga,JNE YES,-,1 hari
NBX30503,Kab. Intan Jaya,Hitadipa,JNE YES,-,1 hari
NBX30504,Kab. Intan Jaya,Homeyo,JNE YES,-,1 hari
NBX30505,Kab. Intan Jaya,Intan Jaya,JNE YES,-,1 hari
NBX30506,Kab. Intan Jaya,Wandai,JNE YES,-,1 hari
NBX30600,Kab. Deiyai,Tigi,JNE YES,-,1 hari
NBX30601,Kab. Deiyai,Bowobado,JNE YES,-,1 hari
NBX30602,Kab. Deiyai,Kapiraya,JNE YES,-,1 hari
NBX30603,Kab. Deiyai,Tigi Timur,JNE YES,-,1 hari
NBX30604,Kab. Deiyai,Tigi Barat,JNE YES,-,1 hari
PBL10000,Kab. Probolinggo,Probolinggo,JNE YES,27000,1 hari
PBL10001,Kab. Probolinggo,Banyuanyar,JNE YES,-,1 hari
PBL10002,Kab. Probolinggo,Bantaran,JNE YES,-,1 hari
PBL10003,Kab. Probolinggo,Besuk,JNE YES,-,1 hari
PBL10004,Kab. Probolinggo,Dringu,JNE YES,-,1 hari
PBL10005,Kab. Probolinggo,Gending,JNE YES,-,1 hari
PBL10006,Kab. Probolinggo,Kotaanyar,JNE YES,-,1 hari
PBL10007,Kab. Probolinggo,Kraksaan,JNE YES,-,1 hari
PBL10008,Kab. Probolinggo,Krejengan,JNE YES,-,1 hari
PBL10009,Kab. Probolinggo,Krucil,JNE YES,-,1 hari
PBL10010,Kab. Probolinggo,Kuripan,JNE YES,-,1 hari
PBL10011,Kab. Probolinggo,Leces,JNE YES,-,1 hari
PBL10012,Kab. Probolinggo,Lumbang,JNE YES,-,1 hari
PBL10013,Kab. Probolinggo,Maron,JNE YES,-,1 hari
PBL10014,Kab. Probolinggo,Paiton,JNE YES,-,1 hari
PBL10015,Kab. Probolinggo,Pajarakan,JNE YES,-,1 hari
PBL10016,Kab. Probolinggo,Pakuniran,JNE YES,-,1 hari
PBL10017,Kab. Probolinggo,Sukapura,JNE YES,-,1 hari
PBL10018,Kab. Probolinggo,Sumber,JNE YES,-,1 hari
PBL10019,Kab. Probolinggo,Sumberasih,JNE YES,-,1 hari
PBL10020,Kab. Probolinggo,Tegalsiwalan,JNE YES,-,1 hari
PBL10021,Kab. Probolinggo,Tiris,JNE YES,-,1 hari
PBL10022,Kab. Probolinggo,Tongas,JNE YES,-,1 hari
PBL10024,Kab. Probolinggo,Wonomerto,JNE YES,-,1 hari
PBL10025,Kota Probolinggo,Kademangan,JNE YES,27000,1 hari
PBL10026,Kota Probolinggo,Mayangan,JNE YES,27000,1 hari
PBL10027,Kab. Probolinggo,Gading,JNE YES,-,1 hari
PBL10028,Kota Probolinggo,Wonoasih,JNE YES,27000,1 hari
PBL10029,Kota Probolinggo,Kedopok,JNE YES,27000,1 hari
PBL10030,Kota Probolinggo,Kanigaran,JNE YES,27000,1 hari
PBL20100,Kab. Lumajang,Lumajang,JNE YES,-,1 hari
PBL20101,Kab. Lumajang,Candipuro,JNE YES,-,1 hari
PBL20102,Kab. Lumajang,Gucialit,JNE YES,-,1 hari
PBL20103,Kab. Lumajang,Jatiroto,JNE YES,-,1 hari
PBL20104,Kab. Lumajang,Klakah,JNE YES,-,1 hari
